Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Season,Home_AvgGoalsFor_L5,Home_AvgGoalsAgainst_L5,Home_AvgShotsFor_L5,Home_AvgShotsAgainst_L5,Home_AvgShotsOnTargetFor_L5,Home_AvgShotsOnTargetAgainst_L5,Home_AvgCornersFor_L5,Home_AvgCornersAgainst_L5,Home_AvgPoints_L5,Home_MatchesPlayed,Away_AvgGoalsFor_L5,Away_AvgGoalsAgainst_L5,Away_AvgShotsFor_L5,Away_AvgShotsAgainst_L5,Away_AvgShotsOnTargetFor_L5,Away_AvgShotsOnTargetAgainst_L5,Away_AvgCornersFor_L5,Away_AvgCornersAgainst_L5,Away_AvgPoints_L5,Away_MatchesPlayed,Diff_AvgPoints_L5,Diff_AvgGoalsFor_L5
2022-08-01,Sassuolo,Atalanta,0,0,D,0,0,H,9,12,2,3,12,9,5,4,0,3,0,0,2023/4,0.0,0.0,8.0,4.0,2.0,1.0,2.0,11.0,1.0,1,0.5,0.5,13.5,7.0,5.5,2.5,4.5,4.5,1.0,2,0.0,-0.5
2022-08-01,Monza,Como,0,0,D,0,0,H,8,12,3,3,15,14,2,2,1,3,0,0,2023/4,0.0,2.0,12.0,7.0,4.0,2.0,5.0,7.0,0.0,1,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,-1.0,-1.2
2022-08-01,Empoli,Como,0,0,D,0,0,H,3,6,1,2,18,13,7,4,1,3,0,0,2022/3,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,0.0,0.0,12.0,8.0,3.0,3.0,2.0,2.0,1.0,1,0.0,1.2
2022-08-01,AC Milan,Cagliari,1,0,H,0,0,H,10,4,3,1,14,18,4,5,1,1,0,0,2025/6,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,0.0,0.0
2022-08-01,Juventus,Lazio,1,2,A,1,2,H,12,12,4,5,8,9,3,3,2,0,0,0,2024/5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,0.0,0.0
2022-08-01,Intel Milan,Venezia,0,0,D,0,0,H,9,13,3,5,14,17,2,4,1,1,0,0,2025/6,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,1.0,0.0,6.0,11.0,2.0,3.0,12.0,3.0,3.0,1,-2.0,0.19999999999999996
2022-08-01,Lecce,Cagliari,0,1,A,0,0,H,8,13,2,5,10,10,2,3,3,3,0,0,2022/3,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,0.0,1.0,4.0,10.0,1.0,3.0,5.0,4.0,0.0,1,1.0,1.2
2022-08-01,AC Milan,Napoli,1,1,D,1,0,H,10,12,4,3,9,16,7,3,2,0,0,0,2022/3,1.0,0.0,10.0,4.0,3.0,1.0,4.0,5.0,3.0,1,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,2.0,-0.19999999999999996
2022-08-01,Cagliari,Lecce,0,0,D,0,0,H,8,12,2,5,10,13,6,6,2,2,0,0,2025/6,0.0,0.0,9.0,10.0,2.0,3.0,8.0,4.0,1.0,1,2.0,0.0,7.0,12.0,2.0,4.0,7.0,5.0,3.0,1,-2.0,-2.0
2022-08-01,Venezia,Lazio,0,0,D,0,0,H,8,6,2,2,14,16,5,5,3,3,0,0,2024/5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,2.0,1.0,12.0,12.0,5.0,4.0,3.0,3.0,3.0,1,-2.0,-0.8
2022-08-01,Como,Sassuolo,1,0,H,1,0,H,8,12,3,4,17,10,8,7,0,0,0,0,2022/3,0.0,1.0,11.0,9.0,5.0,2.0,2.0,2.0,0.0,1,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,-1.0,-1.2
2022-08-01,Como,Cagliari,0,0,D,0,0,H,12,13,4,6,17,9,3,9,3,2,0,0,2024/5,0.5,0.5,9.5,10.5,4.0,3.0,5.0,4.5,1.5,2,0.5,0.5,8.5,9.0,3.0,2.5,4.0,3.0,1.5,2,0.0,0.0
2022-08-01,Udinese,Torino,0,1,A,0,0,H,11,6,5,2,17,16,5,3,0,0,0,0,2025/6,0.0,0.5,6.5,9.0,2.5,3.5,5.5,3.0,0.5,2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,-0.5,-1.2
2022-08-01,Torino,Udinese,0,0,D,0,0,H,11,10,5,4,8,18,3,2,1,1,0,0,2022/3,1.0,1.0,7.0,12.0,2.0,5.0,2.0,7.0,1.0,1,0.0,0.0,11.0,10.0,4.0,3.0,7.0,3.0,1.0,1,0.0,1.0
2022-08-01,Como,Lecce,0,0,D,0,0,H,10,7,3,2,18,8,5,5,2,1,0,0,2024/5,0.3333333333333333,0.3333333333333333,10.333333333333334,11.333333333333334,4.0,4.0,4.333333333333333,6.0,1.3333333333333333,3,1.0,0.0,9.5,10.0,3.5,3.0,6.5,5.5,2.0,2,-0.6666666666666667,-0.6666666666666667
2022-08-01,Lecce,Verona,3,0,H,1,0,H,9,18,3,7,15,9,6,3,1,0,0,0,2025/6,0.0,1.0,8.0,13.0,2.0,5.0,2.0,3.0,0.0,1,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,-1.0,-1.2
2022-08-01,Verona,Sassuolo,0,0,D,0,0,H,9,11,3,4,15,10,3,3,1,3,0,0,2022/3,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,0.0,1.0,12.0,8.0,4.0,3.0,7.0,8.0,0.0,1,1.0,1.2
2022-08-01,Genoa,AC Milan,0,0,D,0,0,H,11,8,5,2,17,16,6,3,3,1,0,0,2023/4,0.0,0.5,10.5,8.5,3.0,3.0,3.0,9.5,0.5,2,1.0,0.0,9.0,11.0,2.0,5.0,2.0,2.0,3.0,1,-2.5,-1.0
2022-08-01,Udinese,Atalanta,0,1,A,0,0,H,11,6,4,1,12,17,3,7,2,0,0,0,2022/3,0.0,0.6666666666666666,8.0,8.0,3.3333333333333335,3.0,5.333333333333333,3.0,0.3333333333333333,3,0.3333333333333333,0.3333333333333333,13.0,7.666666666666667,4.666666666666667,2.3333333333333335,4.333333333333333,4.666666666666667,1.0,3,-0.6666666666666667,-0.3333333333333333
2022-08-01,Bologna,Torino,0,0,D,0,0,H,16,14,7,5,16,18,5,5,2,2,0,0,2023/4,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,1.0,0.0,6.0,11.0,2.0,5.0,3.0,5.0,3.0,1,-2.0,0.19999999999999996
2022-08-01,Sassuolo,AC Milan,1,1,D,0,1,H,14,12,4,5,8,8,5,7,2,0,0,0,2022/3,0.0,0.0,8.5,8.0,2.0,2.0,3.5,7.5,1.0,2,0.5,0.0,8.5,11.0,2.0,5.0,2.5,4.0,2.0,2,-1.0,-0.5
2022-08-01,Venezia,Empoli,0,0,D,0,0,H,7,9,2,3,13,8,2,10,2,3,0,0,2022/3,0.0,0.0,8.0,6.0,2.0,2.0,5.0,5.0,1.0,1,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,0.0,-1.2
2022-08-01,Udinese,AC Milan,0,2,A,0,0,H,3,9,1,2,15,17,3,6,2,3,0,0,2025/6,0.0,0.75,8.75,7.5,3.5,2.5,4.75,4.0,0.25,4,0.6666666666666666,0.3333333333333333,9.666666666666666,12.0,3.0,4.666666666666667,4.0,4.333333333333333,1.6666666666666667,3,-1.4166666666666667,-0.6666666666666666
2022-08-01,Sassuolo,Atalanta,0,0,D,0,0,H,10,9,4,4,18,16,6,5,0,0,0,0,2022/3,0.3333333333333333,0.3333333333333333,10.333333333333334,9.333333333333334,2.6666666666666665,3.0,4.0,7.333333333333333,1.0,3,0.5,0.25,11.25,8.5,3.75,2.75,5.0,4.25,1.5,4,-0.5,-0.16666666666666669
2022-08-01,Intel Milan,Bologna,2,0,H,1,0,H,19,13,7,5,12,10,4,7,3,2,0,0,2023/4,0.0,0.0,9.0,13.0,3.0,5.0,2.0,4.0,1.0,1,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,0.0,-1.2
2022-08-01,Monza,Empoli,1,1,D,1,0,H,11,10,5,4,8,16,7,5,0,0,0,0,2022/3,0.0,1.0,10.0,9.5,3.5,2.5,3.5,4.5,0.5,2,0.0,0.0,9.0,7.0,3.0,2.0,10.0,2.0,1.0,1,-0.5,0.0
2022-08-01,Empoli,Juventus,0,0,D,0,0,H,10,10,4,3,17,18,8,4,0,3,0,0,2025/6,0.0,0.0,3.0,6.0,1.0,2.0,7.0,4.0,1.0,1,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,0.0,-1.2
2022-08-01,Sassuolo,Intel Milan,0,0,D,0,0,H,8,7,3,3,17,13,5,8,1,0,0,0,2024/5,0.25,0.25,10.25,9.25,3.0,3.25,4.5,6.75,1.0,4,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,0.0,-0.95
2022-08-01,Atalanta,AC Milan,2,1,H,2,0,H,9,9,4,4,14,15,4,4,1,1,0,0,2025/6,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,1.0,0.25,9.5,9.75,2.75,3.75,4.5,4.0,2.0,4,-1.0,0.19999999999999996
2022-08-01,Venezia,Napoli,0,0,D,0,0,H,12,5,4,2,17,16,2,6,2,2,0,0,2023/4,0.0,0.0,7.5,7.5,2.0,2.5,3.5,7.5,1.0,2,1.0,1.0,12.0,10.0,3.0,4.0,3.0,7.0,1.0,1,0.0,-1.0
2022-08-01,Roma,Verona,2,0,H,0,0,H,11,8,4,2,17,8,6,5,0,0,0,0,2025/6,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,0.0,3.0,18.0,9.0,7.0,3.0,3.0,6.0,0.0,1,1.0,1.2
2022-08-01,Napoli,Empoli,0,0,D,0,0,H,4,9,1,3,17,15,4,2,1,0,0,0,2022/3,2.0,1.0,17.0,5.0,5.0,2.0,9.0,5.0,3.0,1,0.5,0.5,9.5,9.0,3.5,3.5,7.5,4.5,1.0,2,2.0,1.5
2022-08-01,Juventus,Lecce,1,0,H,0,0,H,7,5,2,2,18,15,7,7,0,0,0,0,2024/5,1.0,2.0,12.0,12.0,4.0,5.0,3.0,3.0,0.0,1,0.6666666666666666,0.0,8.666666666666666,10.0,3.0,3.0,6.0,5.333333333333333,1.6666666666666667,3,-1.6666666666666667,0.33333333333333337
2022-08-01,Atalanta,Cagliari,2,1,H,0,1,H,7,6,3,2,15,17,8,2,3,0,0,0,2025/6,2.0,1.0,9.0,9.0,4.0,4.0,4.0,4.0,3.0,1,0.3333333333333333,0.3333333333333333,10.0,10.0,4.0,3.0,5.666666666666667,3.0,1.3333333333333333,3,1.6666666666666667,1.6666666666666667
2022-08-01,Juventus,Lecce,0,1,A,0,1,H,9,13,4,5,12,11,9,7,3,2,0,0,2023/4,1.0,1.0,9.5,8.5,3.0,3.5,5.0,5.0,1.5,2,0.5,0.25,7.75,9.25,2.75,2.75,6.25,5.75,1.25,4,0.25,0.5
2022-08-01,Cagliari,Torino,1,1,D,0,1,H,10,4,3,1,12,15,2,7,2,0,0,0,2022/3,0.0,0.0,8.5,11.0,2.0,4.0,7.0,5.0,1.0,2,0.5,0.0,10.0,13.5,3.5,6.0,4.0,5.0,2.0,2,-1.0,-0.5
2022-08-01,Juventus,Sassuolo,0,0,D,0,0,H,12,11,5,5,16,14,5,6,2,2,0,0,2023/4,0.6666666666666666,1.0,9.333333333333334,10.0,3.3333333333333335,4.0,6.333333333333333,5.666666666666667,1.0,3,0.0,0.5,11.5,8.5,4.0,3.0,5.0,5.5,0.5,2,0.5,0.6666666666666666
2022-08-01,Lazio,Intel Milan,1,3,A,0,1,H,4,20,1,9,18,15,8,5,0,1,0,0,2025/6,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,0.0,0.0,7.0,8.0,3.0,3.0,8.0,5.0,1.0,1,0.0,1.2
2022-08-01,Genoa,Napoli,0,0,D,0,0,H,13,7,4,2,18,18,8,5,3,0,0,0,2024/5,0.0,0.3333333333333333,10.666666666666666,8.333333333333334,3.6666666666666665,2.6666666666666665,4.0,7.333333333333333,0.6666666666666666,3,0.5,0.5,8.5,11.0,2.5,4.0,4.5,4.5,1.0,2,-0.33333333333333337,-0.5
2022-08-01,Venezia,Fiorentina,0,0,D,0,0,H,8,11,3,4,16,9,4,5,1,3,0,0,2022/3,0.0,0.0,9.0,6.666666666666667,2.6666666666666665,2.3333333333333335,3.0,7.0,1.0,3,1.0,1.0,4.0,11.5,1.5,3.5,4.5,6.5,1.5,2,-0.5,-1.0
2022-08-01,Udinese,AC Milan,1,2,A,1,1,H,9,10,3,3,17,18,5,3,2,1,0,0,2024/5,0.0,1.0,7.6,7.8,3.0,2.4,4.4,4.4,0.2,5,1.0,0.6,9.4,9.6,3.0,3.8,4.4,4.0,1.6,5,-1.4000000000000001,-1.0
2022-08-01,Verona,Empoli,1,0,H,0,0,H,12,3,3,1,8,10,6,4,3,3,0,0,2023/4,0.0,0.0,9.0,11.0,3.0,4.0,3.0,3.0,1.0,1,0.3333333333333333,0.3333333333333333,9.333333333333334,7.333333333333333,3.3333333333333335,2.6666666666666665,5.666666666666667,4.333333333333333,1.0,3,0.0,-0.3333333333333333
2022-08-01,Verona,Lazio,0,1,A,0,1,H,7,12,2,3,10,12,4,5,0,0,0,0,2022/3,0.5,0.0,10.5,7.0,3.0,2.5,4.5,3.5,2.0,2,1.0,0.5,9.0,10.0,3.5,3.0,4.0,4.0,2.0,2,0.0,-0.5
2022-08-01,Cagliari,Empoli,0,1,A,0,0,H,15,3,6,1,12,11,5,6,0,3,0,0,2025/6,0.3333333333333333,0.3333333333333333,9.0,8.666666666666666,2.3333333333333335,3.0,5.333333333333333,5.666666666666667,1.0,3,0.25,0.5,7.75,8.5,2.75,2.75,5.25,4.75,0.75,4,0.25,0.08333333333333331
2022-08-01,Fiorentina,Sassuolo,0,0,D,0,0,H,6,11,2,4,17,12,4,4,1,0,0,0,2022/3,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,0.0,0.3333333333333333,11.333333333333334,9.666666666666666,4.333333333333333,3.6666666666666665,5.333333333333333,5.333333333333333,0.6666666666666666,3,0.33333333333333337,1.2
2022-08-01,Sassuolo,Atalanta,0,2,A,0,2,H,5,10,2,3,16,13,3,5,1,3,0,0,2025/6,0.2,0.2,9.8,8.8,3.0,3.2,4.6,7.0,1.0,5,0.4,0.2,10.8,8.8,3.8,3.0,5.0,4.6,1.4,5,-0.3999999999999999,-0.2
2022-08-01,Intel Milan,Fiorentina,1,1,D,0,1,H,20,10,7,4,14,17,5,9,0,2,0,0,2023/4,1.0,0.0,14.0,13.0,5.0,5.0,3.0,5.5,2.0,2,0.6666666666666666,0.6666666666666666,6.333333333333333,10.333333333333334,2.3333333333333335,3.3333333333333335,4.666666666666667,5.666666666666667,1.3333333333333333,3,0.6666666666666667,0.33333333333333337
2022-08-01,Genoa,Intel Milan,2,1,H,1,0,H,6,13,2,5,12,10,5,4,1,0,0,0,2024/5,0.0,0.25,11.25,8.0,3.75,2.5,5.0,6.75,0.75,4,1.5,0.5,13.5,6.0,6.0,2.0,6.5,6.5,2.0,2,-1.25,-1.5
2022-08-01,Roma,Juventus,0,0,D,0,0,H,25,10,12,4,13,11,6,6,0,2,0,0,2024/5,2.0,0.0,11.0,8.0,4.0,2.0,6.0,5.0,3.0,1,0.0,0.0,10.0,10.0,3.0,4.0,4.0,8.0,1.0,1,2.0,2.0
2022-08-01,Torino,Empoli,0,0,D,0,0,H,8,5,3,1,8,8,7,6,1,3,0,0,2025/6,0.5,0.5,9.0,11.0,3.5,4.5,2.5,4.5,1.0,2,0.4,0.4,6.8,9.8,2.4,3.4,5.4,4.8,1.2,5,-0.19999999999999996,0.09999999999999998
2022-08-01,Lazio,Torino,1,0,H,0,0,H,14,6,4,2,11,10,11,8,1,3,0,0,2022/3,1.0,3.0,4.0,20.0,1.0,9.0,8.0,5.0,0.0,1,0.6666666666666666,0.3333333333333333,8.0,12.333333333333334,2.6666666666666665,5.0,5.0,4.0,1.6666666666666667,3,-1.6666666666666667,0.33333333333333337
2022-08-01,Verona,Cagliari,0,1,A,0,0,H,5,6,1,2,14,9,4,2,3,2,0,0,2023/4,0.3333333333333333,0.3333333333333333,9.333333333333334,8.666666666666666,2.6666666666666665,2.6666666666666665,4.333333333333333,4.0,1.3333333333333333,3,0.5,0.75,9.0,9.25,3.5,3.0,4.75,4.25,1.0,4,0.33333333333333326,-0.16666666666666669
2022-08-01,Monza,Como,0,1,A,0,1,H,7,5,2,2,8,18,6,6,1,0,0,0,2025/6,0.3333333333333333,1.0,10.333333333333334,9.666666666666666,4.0,3.0,4.666666666666667,4.666666666666667,0.6666666666666666,3,0.0,0.0,9.0,5.5,2.5,2.0,3.0,4.5,1.0,2,-0.33333333333333337,0.3333333333333333
2022-08-01,Napoli,Juventus,1,1,D,0,0,H,15,16,6,5,9,18,4,5,0,3,0,0,2022/3,1.0,0.5,10.5,7.0,3.0,2.5,6.5,3.5,2.0,2,0.0,0.0,10.0,17.5,3.5,8.0,5.0,7.0,1.0,2,1.0,1.0
2022-08-01,Intel Milan,Cagliari,1,0,H,1,0,H,16,6,6,2,15,8,7,3,2,2,0,0,2022/3,1.0,0.3333333333333333,16.0,12.0,5.666666666666667,4.666666666666667,3.6666666666666665,6.666666666666667,1.6666666666666667,3,0.6,0.6,8.4,8.4,3.2,2.6,4.2,4.2,1.4,5,0.26666666666666683,0.4
2022-08-01,Verona,Monza,0,0,D,0,0,H,7,9,2,2,9,12,3,6,3,0,0,0,2025/6,0.25,0.5,8.25,8.0,2.25,2.5,4.25,3.5,1.0,4,0.0,0.0,7.0,8.5,2.0,2.0,7.5,5.0,1.0,2,0.0,0.25
2022-08-01,Como,AC Milan,0,1,A,0,1,H,10,5,4,1,9,14,2,5,3,3,0,0,2024/5,0.25,0.25,10.25,10.25,3.75,3.5,4.5,5.75,1.25,4,1.2,0.8,9.6,9.2,3.2,3.4,4.6,4.6,1.6,6,-0.3500000000000001,-0.95
2022-08-01,Sassuolo,Monza,0,0,D,0,0,H,6,3,2,1,14,13,5,5,2,1,0,0,2024/5,0.2,0.6,9.2,10.0,3.0,3.6,4.8,5.8,0.8,6,0.0,0.0,7.666666666666667,8.0,2.0,2.0,7.0,4.333333333333333,1.0,3,-0.19999999999999996,0.2
2022-08-02,Bologna,Venezia,0,0,D,0,0,H,9,15,2,7,16,13,7,5,3,2,0,0,2024/5,0.0,0.0,16.0,14.0,7.0,5.0,5.0,5.0,1.0,1,0.5,0.0,9.5,10.0,3.5,3.0,8.0,2.5,2.0,2,-1.0,-0.5
2022-08-02,Venezia,Udinese,0,1,A,0,0,H,7,8,2,2,15,14,5,4,0,2,0,0,2025/6,0.0,0.0,8.75,7.75,2.75,2.75,3.25,6.5,1.0,4,0.0,0.0,10.5,10.5,4.0,4.0,4.5,3.0,1.0,2,0.0,0.0
2022-08-02,Lecce,Monza,3,0,H,3,0,H,9,10,3,4,13,14,8,6,3,2,0,0,2023/4,1.5,0.5,8.5,15.5,2.5,6.0,4.0,3.0,1.5,2,0.0,0.0,6.5,7.5,1.75,2.0,6.5,4.5,1.0,4,0.5,1.5
2022-08-02,Venezia,Fiorentina,1,2,A,1,0,H,7,8,2,3,10,17,3,6,3,2,0,0,2024/5,0.0,0.2,8.4,7.8,2.6,2.6,3.6,6.0,0.8,5,0.75,0.75,7.25,12.75,2.75,4.25,5.75,5.5,1.25,4,-0.44999999999999996,-0.75
2022-08-02,Lecce,Genoa,0,0,D,0,0,H,7,10,2,4,14,17,7,2,1,1,0,0,2022/3,2.0,0.3333333333333333,8.666666666666666,13.666666666666666,2.6666666666666665,5.333333333333333,5.333333333333333,4.0,2.0,3,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,1.0,0.8
2022-08-02,Fiorentina,Atalanta,3,1,H,1,0,H,7,7,2,2,12,16,2,4,2,3,0,0,2022/3,0.0,0.0,6.0,11.0,2.0,4.0,4.0,4.0,1.0,1,0.8,0.2,9.8,8.4,3.2,2.8,5.6,3.8,1.8,6,-0.8,-0.8
2022-08-02,Genoa,Como,0,1,A,0,0,H,6,9,2,4,8,17,6,5,1,2,0,0,2024/5,0.4,0.4,10.2,9.0,3.4,3.0,5.0,6.2,1.2,5,0.3333333333333333,0.0,7.666666666666667,6.0,2.3333333333333335,2.0,4.0,5.0,1.6666666666666667,3,-0.4666666666666668,0.06666666666666671
2022-08-02,Napoli,Como,1,0,H,0,0,H,7,7,2,3,11,16,8,8,2,3,0,0,2024/5,1.0,0.6666666666666666,12.0,10.0,4.0,3.3333333333333335,5.666666666666667,4.0,1.6666666666666667,3,0.5,0.0,8.0,6.0,2.75,2.0,4.25,5.25,2.0,4,-0.33333333333333326,0.5
2022-08-02,Genoa,Lecce,1,0,H,1,0,H,8,9,3,3,12,14,6,8,3,1,0,0,2022/3,0.4,0.4,9.2,9.6,3.2,3.4,5.6,4.8,1.2,6,0.6,0.2,8.8,9.2,3.2,3.0,6.4,6.4,1.6,5,-0.40000000000000013,-0.19999999999999996
2022-08-02,Monza,Napoli,0,0,D,0,0,H,9,11,4,4,17,13,9,9,3,2,0,0,2023/4,0.25,1.0,9.5,8.5,3.5,2.75,5.0,5.0,0.5,4,0.3333333333333333,0.3333333333333333,8.0,11.666666666666666,2.3333333333333335,4.0,4.666666666666667,5.666666666666667,1.0,3,-0.5,-0.08333333333333331
2022-08-02,Empoli,Udinese,0,0,D,0,0,H,10,17,4,8,16,13,2,3,0,2,0,0,2025/6,0.0,0.0,6.5,8.0,2.5,2.5,7.5,4.0,1.0,2,0.3333333333333333,0.0,9.666666666666666,9.333333333333334,3.3333333333333335,3.3333333333333335,4.333333333333333,3.6666666666666665,1.6666666666666667,3,-0.6666666666666667,-0.3333333333333333
2022-08-02,Genoa,Empoli,1,1,D,0,0,H,11,10,4,4,13,11,8,5,0,3,0,0,2023/4,0.6,0.4,8.8,9.2,3.2,3.2,6.2,5.0,1.6,7,0.4,0.4,6.0,10.0,2.0,3.6,4.6,5.8,1.2,6,0.40000000000000013,0.19999999999999996
2022-08-02,Juventus,Udinese,1,0,H,1,0,H,13,11,4,3,14,10,4,6,1,1,0,0,2025/6,0.5,0.75,10.0,10.25,3.75,4.25,6.0,5.75,1.0,4,0.25,0.0,11.5,9.5,4.5,3.5,4.0,3.25,1.5,4,-0.5,0.25
2022-08-02,Bologna,Como,1,1,D,0,0,H,7,12,2,5,18,14,4,7,0,1,0,0,2024/5,0.0,0.0,12.5,14.5,4.5,6.0,6.0,5.0,1.0,2,0.4,0.2,7.8,6.2,2.8,2.0,5.0,5.8,1.6,5,-0.6000000000000001,-0.4
2022-08-02,Fiorentina,Empoli,3,0,H,3,0,H,6,7,2,2,11,14,3,9,1,1,0,0,2022/3,1.5,0.5,6.5,9.0,2.0,3.0,3.0,4.0,2.0,2,0.4,0.4,6.0,10.0,2.0,3.4,4.6,6.0,1.2,7,0.8,1.1
2022-08-02,Torino,Intel Milan,2,2,D,2,0,H,8,12,3,4,16,17,9,3,2,1,0,0,2023/4,0.3333333333333333,0.3333333333333333,8.666666666666666,9.0,3.3333333333333335,3.3333333333333335,4.0,5.0,1.0,3,1.3333333333333333,1.0,13.333333333333334,6.0,5.666666666666667,2.0,5.666666666666667,6.0,1.3333333333333333,3,-0.33333333333333326,-1.0
2022-08-02,Cagliari,Atalanta,0,0,D,0,0,H,10,10,3,3,9,11,3,4,0,3,0,0,2023/4,0.25,0.5,10.5,7.25,3.25,2.5,5.25,5.75,0.75,4,0.8,0.6,8.8,8.4,2.6,2.8,5.0,3.8,1.6,7,-0.8500000000000001,-0.55
