Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Season,Home_AvgGoalsFor_L5,Home_AvgGoalsAgainst_L5,Home_AvgShotsFor_L5,Home_AvgShotsAgainst_L5,Home_AvgShotsOnTargetFor_L5,Home_AvgShotsOnTargetAgainst_L5,Home_AvgCornersFor_L5,Home_AvgCornersAgainst_L5,Home_AvgPoints_L5,Home_MatchesPlayed,Away_AvgGoalsFor_L5,Away_AvgGoalsAgainst_L5,Away_AvgShotsFor_L5,Away_AvgShotsAgainst_L5,Away_AvgShotsOnTargetFor_L5,Away_AvgShotsOnTargetAgainst_L5,Away_AvgCornersFor_L5,Away_AvgCornersAgainst_L5,Away_AvgPoints_L5,Away_MatchesPlayed,Diff_AvgPoints_L5,Diff_AvgGoalsFor_L5
2022-08-01,Rennes,Montpellier,1,0,H,0,0,H,8,17,2,6,18,15,6,4,3,2,0,0,2025/6,1.0,1.0,14.0,21.0,4.0,6.0,4.0,2.0,1.0,1,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,0.0,-0.19999999999999996
2022-08-01,Marseille,Auxerre,0,0,D,0,0,H,17,8,7,3,9,8,9,3,2,1,0,0,2022/3,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,1.0,0.6666666666666666,7.0,7.666666666666667,2.6666666666666665,2.6666666666666665,6.333333333333333,5.333333333333333,1.6666666666666667,3,-0.6666666666666667,0.19999999999999996
2022-08-01,Le Havre,Nice,0,0,D,0,0,H,8,7,3,3,15,14,2,10,1,0,0,0,2024/5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,0.0,0.0
2022-08-01,Nice,Metz,0,0,D,0,0,H,4,10,1,4,8,12,3,5,0,0,0,0,2025/6,2.0,1.0,9.0,8.5,3.5,2.5,4.5,6.5,2.0,2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,1.0,0.8
2022-08-01,Auxerre,Toulouse,1,0,H,1,0,H,8,10,3,3,13,12,6,5,2,3,0,0,2025/6,0.25,0.25,8.5,10.0,3.0,3.5,5.75,5.25,1.25,4,0.0,0.0,9.0,6.0,4.0,2.0,4.0,5.0,1.0,1,0.25,0.25
2022-08-01,Nantes,PSG,2,2,D,0,2,H,7,8,3,2,10,17,6,2,1,0,0,0,2023/4,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,1.3333333333333333,0.3333333333333333,17.0,12.0,5.666666666666667,3.6666666666666665,3.0,4.666666666666667,2.3333333333333335,3,-1.3333333333333335,-0.1333333333333333
2022-08-01,Reims,Strasbourg,1,0,H,1,0,H,5,6,2,2,11,11,6,2,2,1,0,0,2024/5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,0.0,0.0
2022-08-01,Strasbourg,Le Havre,0,0,D,0,0,H,9,7,3,3,12,11,3,6,1,0,0,0,2025/6,0.5,1.0,8.5,7.5,3.0,2.5,4.5,4.5,1.5,2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,0.5,-0.7
2022-08-01,Reims,Strasbourg,0,0,D,0,0,H,5,11,1,4,8,9,6,4,2,0,0,0,2025/6,1.0,0.0,5.0,6.0,2.0,2.0,6.0,2.0,3.0,1,0.0,1.0,6.0,5.0,2.0,2.0,2.0,6.0,0.0,1,3.0,1.0
2022-08-01,Nantes,Reims,0,0,D,0,0,H,9,11,3,4,13,11,4,2,1,3,0,0,2023/4,2.0,2.0,7.0,8.0,3.0,2.0,6.0,2.0,1.0,1,0.0,1.0,10.0,10.0,4.0,3.0,5.0,9.0,0.0,1,1.0,2.0
2022-08-01,Lorient,Monaco,0,0,D,0,0,H,7,5,3,2,18,10,4,11,3,3,0,0,2023/4,0.0,0.0,13.0,9.0,4.0,4.0,8.0,6.0,1.0,1,1.3333333333333333,1.0,8.0,9.333333333333334,2.6666666666666665,3.3333333333333335,5.333333333333333,4.333333333333333,1.3333333333333333,3,-0.33333333333333326,-1.3333333333333333
2022-08-01,Lens,Nice,0,0,D,0,0,H,8,12,2,5,11,14,6,3,3,1,0,0,2025/6,1.0,1.0,5.0,12.0,1.0,5.0,8.0,4.0,1.0,1,0.0,0.0,7.0,8.0,3.0,3.0,10.0,2.0,1.0,1,0.0,1.0
2022-08-01,Le Havre,Lyon,1,0,H,1,0,H,9,12,2,3,10,15,2,6,3,1,0,0,2023/4,0.0,0.0,8.0,7.0,3.0,3.0,2.0,10.0,1.0,1,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,0.0,-1.2
2022-08-01,Marseille,Metz,1,0,H,0,0,H,13,5,4,2,18,16,4,2,1,2,0,0,2023/4,0.0,0.0,17.0,8.0,7.0,3.0,9.0,3.0,1.0,1,0.0,0.0,10.0,4.0,4.0,1.0,5.0,3.0,1.0,1,0.0,0.0
2022-08-01,Lille,Strasbourg,3,1,H,3,1,H,9,10,4,4,16,13,5,4,0,2,0,0,2023/4,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,0.0,0.5,8.5,5.0,3.0,1.5,3.0,6.0,0.5,2,0.5,1.2
2022-08-01,PSG,Nantes,0,0,D,0,0,H,15,8,6,2,13,14,5,5,2,0,0,0,2022/3,1.0,0.0,15.0,14.0,5.0,4.0,7.0,6.0,3.0,1,0.5,1.0,7.5,7.0,2.5,3.0,5.0,5.5,1.5,2,1.5,0.5
2022-08-01,Brest,Monaco,0,0,D,0,0,H,6,11,2,3,16,9,3,4,1,2,0,0,2024/5,0.0,0.0,6.0,9.0,2.0,4.0,5.0,4.0,1.0,1,1.0,0.75,7.25,8.75,2.5,3.25,6.75,4.25,1.25,4,-0.25,-1.0
2022-08-01,PSG,Le Havre,1,0,H,0,0,H,14,4,4,1,8,13,7,9,0,3,0,0,2022/3,0.5,0.0,15.0,11.0,5.5,3.0,6.0,5.5,2.0,2,0.0,0.0,7.0,9.0,3.0,3.0,6.0,3.0,1.0,1,1.0,0.5
2022-08-01,Nice,Le Havre,1,0,H,1,0,H,6,5,1,2,13,16,3,4,3,1,0,0,2025/6,1.3333333333333333,0.6666666666666666,7.333333333333333,9.0,2.6666666666666665,3.0,4.0,6.0,1.6666666666666667,3,0.0,0.5,5.5,11.5,2.0,3.5,7.5,5.0,0.5,2,1.1666666666666667,1.3333333333333333
2022-08-01,Lorient,Le Havre,0,0,D,0,0,H,6,8,2,3,12,15,4,3,0,3,0,0,2025/6,0.0,0.0,10.0,7.0,3.5,3.0,6.0,8.5,1.0,2,0.0,0.6666666666666666,5.333333333333333,9.666666666666666,2.0,2.6666666666666665,6.333333333333333,4.333333333333333,0.3333333333333333,3,0.6666666666666667,0.0
2022-08-02,Reims,Brest,1,0,H,1,0,H,6,7,2,2,12,10,8,3,0,0,0,0,2025/6,0.5,0.0,5.0,8.5,1.5,3.0,6.0,3.0,2.0,2,0.0,0.25,10.25,10.5,3.75,3.25,5.5,6.0,0.75,4,1.25,0.5
2022-08-02,Reims,Lille,0,0,D,0,0,H,7,9,3,4,13,18,4,6,0,0,0,0,2025/6,0.6666666666666666,0.0,5.333333333333333,8.0,1.6666666666666667,2.6666666666666665,6.666666666666667,3.0,2.3333333333333335,3,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,1.3333333333333335,-0.5333333333333333
2022-08-02,Rennes,Lyon,0,0,D,0,0,H,8,10,3,3,8,17,6,5,2,1,0,0,2025/6,1.0,0.5,11.0,19.0,3.0,6.0,5.0,3.0,2.0,2,0.0,1.0,12.0,9.0,3.0,2.0,6.0,2.0,0.0,1,2.0,1.0
2022-08-02,Lille,Brest,0,1,A,0,0,H,10,8,4,2,15,12,3,3,2,0,0,0,2022/3,3.0,1.0,9.0,10.0,4.0,4.0,5.0,4.0,3.0,1,0.0,0.4,9.6,9.6,3.4,3.0,5.0,6.4,0.6,5,2.4,3.0
2022-08-02,Brest,Nantes,0,0,D,0,0,H,9,7,3,2,16,16,4,6,0,2,0,0,2023/4,0.0,0.0,6.0,10.0,2.0,3.5,4.0,4.0,1.0,2,0.3333333333333333,0.6666666666666666,7.666666666666667,9.666666666666666,2.3333333333333335,4.0,5.0,5.333333333333333,1.3333333333333333,3,-0.33333333333333326,-0.3333333333333333
2022-08-02,Marseille,Nantes,0,0,D,0,0,H,12,7,5,2,14,16,4,8,3,3,0,0,2023/4,0.5,0.0,15.0,6.5,5.5,2.5,6.5,2.5,2.0,2,0.25,0.5,7.5,9.5,2.25,3.75,5.25,5.0,1.25,4,0.75,0.25
2022-08-02,PSG,Monaco,5,1,H,3,1,H,18,19,7,8,11,16,2,2,2,2,0,0,2023/4,0.6666666666666666,0.0,14.666666666666666,8.666666666666666,5.0,2.3333333333333335,6.333333333333333,6.666666666666667,2.3333333333333335,3,0.8,0.6,8.0,8.2,2.6,3.0,6.2,4.0,1.2,5,1.1333333333333335,-0.13333333333333341
2022-08-02,Lorient,Rennes,0,0,D,0,0,H,13,9,5,3,16,13,9,2,0,2,0,0,2025/6,0.0,0.0,8.666666666666666,7.333333333333333,3.0,3.0,5.333333333333333,6.666666666666667,1.0,3,0.0,0.0,14.0,9.0,4.0,3.0,8.0,4.0,1.0,1,0.0,0.0
2022-08-02,Lens,Strasbourg,0,0,D,0,0,H,10,8,3,3,15,16,10,6,1,3,0,0,2022/3,0.5,0.5,6.5,12.0,1.5,5.0,7.0,3.5,1.0,2,0.3333333333333333,1.3333333333333333,9.0,6.333333333333333,3.3333333333333335,2.3333333333333335,3.3333333333333335,5.666666666666667,0.3333333333333333,3,0.6666666666666667,0.16666666666666669
2022-08-02,Monaco,Brest,0,1,A,0,0,H,12,11,4,5,15,11,4,2,0,1,0,0,2024/5,0.0,0.0,9.0,14.0,3.0,4.0,2.0,3.0,1.0,1,0.2,0.4,9.4,10.0,3.2,3.2,4.8,6.2,1.0,6,0.0,-0.2
2022-08-02,Lille,Marseille,2,0,H,2,0,H,10,10,3,3,14,13,6,2,0,1,0,0,2024/5,1.5,1.0,9.5,9.0,4.0,3.0,4.0,3.5,1.5,2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,0.5,0.30000000000000004
2022-08-02,Rennes,Nantes,2,0,H,1,0,H,6,7,2,2,17,9,3,3,1,1,0,0,2022/3,0.6666666666666666,0.3333333333333333,10.0,16.0,3.0,5.0,5.333333333333333,3.6666666666666665,1.6666666666666667,3,0.2,0.4,7.4,10.0,2.2,4.0,5.8,4.8,1.2,5,0.4666666666666668,0.4666666666666666
2022-08-02,Nice,Brest,1,2,A,0,2,H,11,9,5,3,15,18,2,5,0,0,0,0,2023/4,1.25,0.5,7.0,8.0,2.25,2.75,3.75,5.5,2.0,4,0.4,0.4,9.8,9.8,3.4,3.2,4.0,5.4,1.4,7,0.6000000000000001,0.85
2022-08-02,Strasbourg,PSG,3,0,H,0,0,H,14,16,6,6,17,11,5,8,2,0,0,0,2025/6,0.3333333333333333,0.6666666666666666,8.666666666666666,7.333333333333333,3.0,2.6666666666666665,4.0,5.0,1.3333333333333333,3,1.5,0.75,14.75,10.75,4.75,3.5,2.75,5.0,2.0,4,-0.6666666666666667,-1.1666666666666667
2022-08-02,Metz,Auxerre,0,0,D,0,0,H,11,9,3,3,9,18,7,7,1,0,0,0,2022/3,0.0,0.5,12.0,10.5,4.5,4.0,6.5,10.0,0.5,2,0.75,0.5,7.25,10.0,2.75,3.75,5.5,6.25,1.5,4,-1.0,-0.75
2022-08-02,Brest,Auxerre,0,0,D,0,0,H,7,5,2,2,18,16,4,6,2,3,0,0,2022/3,0.0,0.0,7.0,9.0,2.3333333333333335,3.0,4.0,4.666666666666667,1.0,3,0.6,0.4,7.6,10.2,2.8,3.6,5.8,6.4,1.4,5,-0.3999999999999999,-0.6
2022-08-02,Reims,Marseille,0,3,A,0,0,H,10,12,3,4,18,11,6,5,1,3,0,0,2024/5,0.5,0.0,5.75,8.25,2.0,3.0,6.0,3.75,2.0,4,0.0,2.0,10.0,10.0,3.0,3.0,2.0,6.0,0.0,1,2.0,0.5
2022-08-02,Auxerre,Marseille,0,0,D,0,0,H,8,10,3,3,15,15,3,5,0,0,0,0,2024/5,0.4,0.2,8.4,10.0,3.0,3.4,5.8,5.2,1.6,5,1.5,1.0,11.0,10.0,3.5,3.0,3.5,6.0,1.5,2,0.10000000000000009,-1.1
2022-08-02,Nice,Reims,2,0,H,0,0,H,9,6,3,2,8,10,8,6,2,3,0,0,2022/3,1.2,0.8,7.8,8.2,2.8,2.8,3.4,5.4,1.6,5,0.0,0.5,10.5,9.5,4.0,3.0,3.5,6.5,0.5,2,1.1,1.2
2022-08-02,Marseille,PSG,2,0,H,0,0,H,14,13,5,4,18,16,8,6,1,3,0,0,2024/5,0.3333333333333333,0.0,14.0,6.666666666666667,5.333333333333333,2.3333333333333335,5.666666666666667,4.333333333333333,1.6666666666666667,3,1.2,1.2,15.0,11.4,5.0,4.0,3.8,5.0,1.6,5,0.06666666666666665,-0.8666666666666667
2022-08-02,Rennes,Strasbourg,2,0,H,2,0,H,13,9,6,3,14,15,3,4,1,2,0,0,2022/3,1.0,0.25,9.0,13.75,2.75,4.25,4.75,3.5,2.0,4,0.25,1.0,8.75,7.25,3.25,2.5,4.0,6.75,0.5,4,1.5,0.75
2022-08-02,Monaco,Brest,1,0,H,0,0,H,6,7,2,2,12,14,8,2,3,1,0,0,2022/3,0.0,0.5,10.5,12.5,3.5,4.5,3.0,2.5,0.5,2,0.8,0.4,8.8,9.0,3.2,3.2,3.8,4.4,2.0,8,-1.5,-0.8
2022-08-02,Lens,Metz,1,1,D,1,0,H,9,7,3,2,9,14,4,4,2,3,0,0,2022/3,0.3333333333333333,0.3333333333333333,7.666666666666667,10.666666666666666,2.0,4.333333333333333,8.0,4.333333333333333,1.0,3,0.0,0.5,7.5,8.5,3.0,2.5,3.5,3.5,0.5,2,0.5,0.3333333333333333
2022-08-02,Reims,Monaco,1,1,D,0,1,H,6,15,2,6,11,12,5,8,3,0,0,0,2023/4,0.4,0.6,6.6,9.0,2.2,3.2,6.0,4.0,1.6,5,1.0,1.4,10.4,9.8,3.8,3.8,5.2,3.8,1.2,6,0.40000000000000013,-0.6
2022-08-02,Brest,Marseille,0,0,D,0,0,H,10,7,4,2,16,15,6,3,2,0,0,0,2022/3,0.0,0.0,7.0,8.0,2.25,2.75,4.0,5.0,1.0,4,1.0,0.6666666666666666,10.666666666666666,9.333333333333334,3.3333333333333335,3.0,4.0,5.0,1.3333333333333333,3,-0.33333333333333326,-1.0
2022-08-02,PSG,Strasbourg,1,1,D,1,1,H,19,11,8,4,14,13,7,7,0,0,0,0,2022/3,1.75,0.25,15.5,11.25,5.5,3.75,5.25,5.5,2.5,4,0.2,1.2,8.8,8.4,3.2,3.2,4.0,6.0,0.4,5,2.1,1.55
2022-08-02,Marseille,Toulouse,0,0,D,0,0,H,12,10,4,3,16,10,10,4,1,0,0,0,2024/5,0.75,0.0,14.0,8.25,5.25,2.75,6.25,4.75,2.0,4,0.0,0.5,9.5,7.0,3.5,2.5,4.5,5.5,0.5,2,1.5,0.75
2022-08-02,Nice,Lorient,0,0,D,0,0,H,7,14,2,5,9,11,5,4,3,2,0,0,2024/5,1.2,0.8,8.2,7.8,2.8,2.8,4.0,5.4,1.6,6,0.0,0.0,14.0,9.0,4.0,3.0,3.0,2.0,1.0,1,0.6000000000000001,1.2
2022-08-02,Rennes,Lille,1,0,H,0,0,H,11,9,4,3,10,10,8,4,1,2,0,0,2023/4,1.2,0.2,9.8,12.8,3.4,4.0,4.4,3.6,2.2,5,0.0,0.0,9.0,7.0,4.0,3.0,6.0,4.0,1.0,1,1.2000000000000002,1.2
2022-08-02,Auxerre,Lyon,1,0,H,1,0,H,11,8,3,3,10,11,6,5,0,2,0,0,2025/6,0.4,0.2,8.4,10.2,3.0,3.4,5.6,5.4,1.6,6,0.0,0.5,11.0,8.5,3.0,2.5,5.5,4.0,0.5,2,1.1,0.4
2022-08-02,Rennes,Nantes,0,1,A,0,1,H,9,4,4,1,9,13,3,3,3,0,0,0,2024/5,1.2,0.0,9.2,10.4,3.4,3.4,5.2,4.0,2.6,6,0.0,0.8,7.4,9.8,2.0,3.8,5.6,4.2,0.6,6,2.0,1.2
2022-08-02,Nice,Monaco,0,0,D,0,0,H,14,10,5,4,14,16,7,6,3,3,0,0,2024/5,0.8,0.4,7.4,8.8,2.4,3.2,4.2,4.8,1.6,7,0.8,1.6,11.8,9.6,4.4,3.6,6.4,3.6,0.8,7,0.8,0.0
2022-08-02,Nantes,Marseille,0,1,A,0,1,H,4,11,1,4,18,17,6,6,2,3,0,0,2023/4,1.0,1.0,8.0,9.5,3.0,3.0,5.0,2.0,1.0,2,0.75,0.5,9.75,9.5,3.0,3.25,3.75,5.25,1.25,4,-0.25,0.25
2022-08-02,Reims,Metz,0,2,A,0,0,H,8,7,3,3,13,14,8,2,2,1,0,0,2025/6,0.4,0.8,6.8,10.8,2.2,4.0,5.8,5.2,1.2,6,0.3333333333333333,0.6666666666666666,7.333333333333333,8.666666666666666,2.6666666666666665,2.6666666666666665,3.6666666666666665,3.6666666666666665,0.6666666666666666,3,0.5333333333333333,0.06666666666666671
2022-08-02,Le Havre,Reims,0,0,D,0,0,H,7,7,2,3,18,13,5,8,2,0,0,0,2022/3,0.5,0.0,8.5,9.5,2.5,3.0,2.0,8.0,2.0,2,0.0,1.0,9.0,9.333333333333334,3.3333333333333335,3.0,4.333333333333333,7.0,0.3333333333333333,3,1.6666666666666667,0.5
2022-08-02,Rennes,Monaco,2,0,H,0,0,H,8,8,3,2,14,14,4,5,2,1,0,0,2025/6,1.0,0.2,9.4,7.8,3.8,2.4,4.6,3.8,2.0,7,0.4,1.2,12.0,10.2,4.6,3.8,6.2,4.2,0.8,8,1.2,0.6
2022-08-02,Lille,Nice,2,0,H,2,0,H,18,15,8,6,9,14,7,2,2,3,0,0,2024/5,1.6666666666666667,0.6666666666666666,9.666666666666666,9.333333333333334,3.6666666666666665,3.0,4.666666666666667,3.0,2.0,3,0.0,0.0,9.5,8.0,4.0,2.5,6.5,4.0,1.0,2,1.0,1.6666666666666667
2022-08-02,Lens,Marseille,1,0,H,0,0,H,16,15,4,5,12,9,4,3,2,2,0,0,2025/6,0.5,0.5,8.0,9.75,2.25,3.75,7.0,4.25,1.0,4,0.8,0.4,10.0,8.4,3.2,2.8,4.2,5.4,1.6,5,-0.6000000000000001,-0.30000000000000004
2022-08-02,Strasbourg,Metz,0,1,A,0,1,H,7,10,2,3,10,8,8,7,0,0,0,0,2025/6,1.0,0.5,10.0,9.5,3.75,3.5,4.25,5.75,1.75,4,0.75,0.5,7.25,8.5,2.75,2.75,3.25,4.75,1.25,4,0.5,0.25
2022-08-02,Le Havre,Brest,0,0,D,0,0,H,6,9,2,4,9,14,7,8,2,2,0,0,2024/5,0.3333333333333333,0.0,8.0,8.666666666666666,2.3333333333333335,3.0,3.0,8.0,1.6666666666666667,3,0.8,0.6,8.4,9.0,2.8,3.4,3.0,5.0,1.8,9,-0.1333333333333333,-0.46666666666666673
2022-08-02,Lille,Lens,0,1,A,0,0,H,7,12,2,5,18,13,9,4,3,0,0,0,2023/4,1.75,0.5,11.75,10.75,4.75,3.75,5.25,2.75,2.25,4,0.0,0.0,4.0,13.0,1.0,6.0,15.0,7.0,1.0,1,1.25,1.75
2022-08-02,Le Havre,Brest,1,0,H,1,0,H,11,8,4,3,11,8,3,5,3,2,0,0,2025/6,0.25,0.0,7.5,8.75,2.25,3.25,4.0,8.0,1.5,4,0.8,0.4,8.8,9.0,3.2,3.4,4.0,4.8,2.0,10,-0.5,-0.55
2022-08-03,Lyon,Marseille,0,1,A,0,1,H,6,8,2,3,18,18,4,5,3,3,0,0,2024/5,0.0,1.0,12.0,6.0,5.0,2.0,5.0,10.0,0.0,1,0.8,0.2,11.0,9.6,3.6,3.0,4.4,5.0,1.6,6,-1.6,-0.8
2022-08-03,Nice,Brest,0,0,D,0,0,H,5,12,1,5,9,9,9,4,0,3,0,0,2022/3,0.8,0.4,9.4,8.8,3.2,3.2,5.0,5.0,1.6,8,0.6,0.6,8.8,9.2,3.4,3.4,4.4,4.8,1.4,11,0.20000000000000018,0.20000000000000007
2022-08-03,Metz,Reims,0,0,D,0,0,H,3,9,1,3,18,16,9,8,3,1,0,0,2023/4,0.0,0.3333333333333333,11.666666666666666,10.0,4.0,3.6666666666666665,6.666666666666667,9.0,0.6666666666666666,3,0.0,0.75,8.5,8.75,3.25,2.75,5.25,6.5,0.5,4,0.16666666666666663,0.0
2022-08-03,Brest,Montpellier,0,2,A,0,0,H,7,9,2,4,17,9,3,7,3,2,0,0,2023/4,0.0,0.0,7.6,7.8,2.6,2.6,4.4,4.6,1.0,5,0.0,1.0,17.0,8.0,6.0,2.0,4.0,6.0,0.0,1,1.0,0.0
