Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Season
2022-08-15,Monaco,PSG,3,0,H,1,0,H,20,21,7,7,13,13,11,4,3,2,0,0,2022/3
2022-08-01,PSG,Brest,1,0,H,0,0,H,15,14,5,4,16,8,7,6,2,1,0,0,2022/3
2022-08-08,Le Havre,Lyon,1,0,H,1,0,H,11,11,4,4,11,8,4,3,1,1,0,0,2022/3
2022-08-23,Metz,Lyon,1,0,H,1,0,H,17,7,7,2,12,13,3,8,1,0,0,0,2022/3
2022-08-10,Nantes,Le Havre,1,0,H,1,0,H,7,10,2,4,17,18,2,7,3,3,0,0,2022/3
2022-08-08,Marseille,PSG,1,2,A,1,2,H,23,15,9,6,9,12,7,2,0,0,0,0,2022/3
2022-08-11,Lille,Lens,3,2,H,1,0,H,12,10,4,4,8,14,4,4,3,0,0,0,2022/3
2022-08-05,Le Havre,Brest,0,0,D,0,0,H,7,7,3,2,14,10,3,2,2,3,0,0,2022/3
2022-08-08,Lens,Lyon,0,0,D,0,0,H,8,17,3,6,9,12,7,7,3,1,0,0,2022/3
2022-08-16,Lorient,Metz,0,0,D,0,0,H,10,7,4,2,13,10,7,5,3,1,0,0,2022/3
2022-08-09,Lens,Brest,0,2,A,0,1,H,11,11,3,4,16,8,5,4,1,0,0,0,2022/3
2022-08-16,Lorient,Nice,1,0,H,0,0,H,7,7,2,2,18,15,3,4,3,0,0,0,2022/3
2022-08-19,Lens,Monaco,2,3,A,1,3,H,11,14,4,5,13,15,2,5,2,3,0,0,2022/3
2022-08-10,Le Havre,Monaco,0,1,A,0,0,H,8,16,2,6,12,11,3,5,0,1,0,0,2022/3
2022-08-07,Montpellier,Lorient,0,0,D,0,0,H,9,10,4,4,11,15,2,6,2,2,0,0,2022/3
2022-08-10,Nice,Metz,0,0,D,0,0,H,9,6,3,2,8,16,6,8,1,2,0,0,2022/3
2022-08-21,Auxerre,Le Havre,2,0,H,2,0,H,9,5,3,2,15,9,7,7,0,2,0,0,2022/3
2022-08-28,Nice,Lille,0,0,D,0,0,H,15,8,5,2,15,9,3,7,0,3,0,0,2022/3
2022-08-26,Metz,Strasbourg,0,1,A,0,0,H,8,10,3,3,17,12,8,4,0,1,0,0,2022/3
2022-08-08,Marseille,Nantes,0,0,D,0,0,H,17,11,7,5,16,14,7,7,3,3,0,0,2022/3
2022-08-02,Rennes,Nantes,2,0,H,1,0,H,6,7,2,2,17,9,3,3,1,1,0,0,2022/3
2022-08-06,Monaco,Montpellier,0,1,A,0,0,H,8,4,2,1,8,14,8,7,3,3,0,0,2022/3
2022-08-15,Le Havre,Nantes,0,0,D,0,0,H,5,6,2,2,9,18,5,6,1,2,0,0,2022/3
2022-08-14,Lorient,Toulouse,2,0,H,2,0,H,11,6,4,2,9,16,2,2,1,1,0,0,2022/3
2022-08-10,Lens,Nice,0,0,D,0,0,H,15,6,4,1,17,17,5,5,2,3,0,0,2022/3
2022-08-17,Strasbourg,Le Havre,0,2,A,0,0,H,11,9,4,4,16,15,10,4,3,0,0,0,2022/3
2022-08-01,Nice,Monaco,2,2,D,1,1,H,11,9,4,3,9,11,4,7,0,2,0,0,2022/3
2022-08-15,PSG,Rennes,2,0,H,1,0,H,14,11,4,4,12,10,5,5,3,3,0,0,2022/3
2022-08-04,Monaco,Reims,1,0,H,1,0,H,14,6,5,2,10,13,6,3,3,3,0,0,2022/3
2022-08-15,Metz,Monaco,0,1,A,0,1,H,8,5,3,2,9,13,7,2,2,2,0,0,2022/3
2022-08-01,Strasbourg,Monaco,0,2,A,0,1,H,7,8,3,3,18,16,6,2,3,3,0,0,2022/3
2022-08-15,Rennes,Le Havre,0,0,D,0,0,H,7,11,2,4,8,11,2,5,2,1,0,0,2022/3
2022-08-21,Lens,Le Havre,1,0,H,0,0,H,10,7,4,2,17,11,4,8,1,2,0,0,2022/3
2022-08-04,Toulouse,Reims,0,1,A,0,1,H,10,14,3,6,15,9,4,7,1,3,0,0,2022/3
2022-08-16,Le Havre,PSG,0,2,A,0,0,H,7,14,3,5,15,11,7,4,3,1,0,0,2022/3
2022-08-28,Rennes,Nice,0,0,D,0,0,H,12,10,4,4,9,12,10,5,3,2,0,0,2022/3
2022-08-10,Montpellier,Toulouse,1,0,H,0,0,H,9,9,4,3,17,17,2,5,3,1,0,0,2022/3
2022-08-13,Monaco,Le Havre,2,0,H,0,0,H,8,5,2,2,15,13,9,8,1,1,0,0,2022/3
2022-08-24,Lyon,Lorient,0,0,D,0,0,H,10,7,4,2,15,14,2,2,3,1,0,0,2022/3
2022-08-28,Metz,Reims,0,0,D,0,0,H,9,10,3,4,9,15,7,3,0,3,0,0,2022/3
2022-08-03,Marseille,Strasbourg,1,0,H,0,0,H,10,5,4,2,15,12,6,7,2,3,0,0,2022/3
2022-08-13,Rennes,Metz,0,0,D,0,0,H,5,16,2,7,13,18,7,4,3,0,0,0,2022/3
2022-08-08,Le Havre,Marseille,0,0,D,0,0,H,8,8,3,2,9,14,2,2,0,0,0,0,2022/3
2022-08-26,Nice,Lorient,1,0,H,1,0,H,12,9,5,2,8,12,2,5,2,2,0,0,2022/3
2022-08-06,PSG,Reims,4,1,H,3,0,H,15,10,5,4,10,10,8,7,0,3,0,0,2022/3
2022-08-15,Toulouse,Lorient,1,0,H,1,0,H,15,10,7,3,18,12,4,3,3,2,0,0,2022/3
2022-08-18,PSG,Montpellier,0,2,A,0,2,H,10,10,3,3,10,9,4,4,3,2,0,0,2022/3
2022-08-15,Strasbourg,Lens,0,0,D,0,0,H,13,9,6,3,12,11,7,4,3,3,0,0,2022/3
2022-08-23,Toulouse,Metz,1,0,H,0,0,H,6,7,2,2,12,8,7,4,3,2,0,0,2022/3
2022-08-20,Strasbourg,Lille,2,1,H,2,0,H,13,7,5,3,15,12,4,8,1,2,0,0,2022/3
2022-08-25,Montpellier,Lyon,0,1,A,0,0,H,7,5,2,2,18,18,2,4,1,0,0,0,2022/3
2022-08-19,Auxerre,Brest,0,0,D,0,0,H,9,5,3,1,13,10,4,4,0,2,0,0,2022/3
2022-08-12,Nantes,Toulouse,1,1,D,0,1,H,6,10,2,4,16,16,5,7,2,1,0,0,2022/3
2022-08-24,Strasbourg,Reims,0,0,D,0,0,H,8,6,3,2,13,9,2,12,3,0,0,0,2022/3
2022-08-13,Nantes,Strasbourg,0,0,D,0,0,H,12,8,5,3,16,13,2,6,0,3,0,0,2022/3
2022-08-22,Rennes,Lyon,0,0,D,0,0,H,12,8,4,3,12,17,5,8,3,2,0,0,2022/3
2022-08-18,Rennes,Lorient,0,0,D,0,0,H,5,8,1,3,13,17,9,4,1,0,0,0,2022/3
2022-08-04,Monaco,Lorient,0,0,D,0,0,H,10,11,4,4,10,8,2,4,0,2,0,0,2022/3
2022-08-13,Auxerre,Nice,0,0,D,0,0,H,4,14,1,5,15,13,5,4,3,1,0,0,2022/3
2022-08-09,Auxerre,Metz,0,0,D,0,0,H,15,12,7,5,8,13,3,3,1,3,0,0,2022/3
2022-08-12,Lyon,Metz,0,0,D,0,0,H,11,8,4,3,16,18,4,3,2,0,0,0,2022/3
2022-08-15,Montpellier,Brest,0,0,D,0,0,H,9,9,2,4,9,18,4,4,1,0,0,0,2022/3
2022-08-07,Metz,PSG,1,1,D,0,1,H,9,11,4,5,9,16,4,6,1,1,0,0,2022/3
2022-08-20,Brest,Le Havre,0,1,A,0,0,H,7,9,3,4,8,12,5,2,1,1,0,0,2022/3
2022-08-05,Nice,PSG,1,2,A,1,0,H,14,13,4,6,8,13,2,8,1,2,0,0,2022/3
2022-08-04,Lyon,PSG,3,0,H,0,0,H,15,12,4,4,9,15,8,5,3,2,0,0,2022/3
2022-08-02,Brest,Auxerre,0,0,D,0,0,H,7,5,2,2,18,16,4,6,2,3,0,0,2022/3
2022-08-14,Nice,Rennes,0,2,A,0,0,H,14,7,6,3,18,9,2,4,3,3,0,0,2022/3
2022-08-09,Le Havre,Toulouse,0,1,A,0,1,H,6,11,2,3,17,18,6,2,2,3,0,0,2022/3
2022-08-04,Nice,Lyon,0,1,A,0,1,H,10,11,3,4,9,18,2,9,1,3,0,0,2022/3
2022-08-14,Reims,Lyon,0,0,D,0,0,H,8,10,2,3,9,13,4,2,3,2,0,0,2022/3
2022-08-03,Nice,Brest,0,0,D,0,0,H,5,12,1,5,9,9,9,4,0,3,0,0,2022/3
2022-08-19,Nantes,Marseille,0,0,D,0,0,H,10,9,4,3,16,16,5,3,2,0,0,0,2022/3
2022-08-24,Reims,Toulouse,0,0,D,0,0,H,11,7,5,2,8,12,4,2,2,2,0,0,2022/3
2022-08-28,Toulouse,Le Havre,0,1,A,0,1,H,7,16,2,6,9,13,8,6,2,0,0,0,2022/3
2022-08-25,Lille,Montpellier,0,0,D,0,0,H,9,14,4,6,17,17,2,6,0,2,0,0,2022/3
2022-08-12,Lorient,Lens,2,0,H,2,0,H,9,8,4,3,8,10,3,2,1,3,0,0,2022/3
2022-08-17,Monaco,Auxerre,0,1,A,0,0,H,10,5,4,1,11,14,4,4,3,3,0,0,2022/3
2022-08-19,Monaco,Nice,1,0,H,0,0,H,14,7,6,3,17,9,11,8,0,1,0,0,2022/3
2022-08-22,Lille,Marseille,1,0,H,0,0,H,18,12,7,4,14,15,6,3,3,3,0,0,2022/3
2022-08-10,Lyon,Montpellier,1,2,A,0,0,H,9,5,2,1,18,18,7,3,3,2,0,0,2022/3
2022-08-10,Lille,Auxerre,1,0,H,1,0,H,10,8,4,2,11,10,4,2,2,2,0,0,2022/3
2022-08-13,Nantes,Lille,0,0,D,0,0,H,9,5,4,1,16,11,3,11,2,0,0,0,2022/3
2022-08-03,Strasbourg,Auxerre,0,1,A,0,0,H,9,7,3,2,13,17,5,8,3,3,0,0,2022/3
2022-08-11,Strasbourg,Metz,0,0,D,0,0,H,10,9,3,2,10,17,4,9,3,2,0,0,2022/3
2022-08-17,Strasbourg,Nice,2,0,H,0,0,H,10,5,3,2,9,14,3,8,2,2,0,0,2022/3
2022-08-17,Toulouse,Nantes,0,0,D,0,0,H,10,7,3,2,16,11,7,4,2,2,0,0,2022/3
2022-08-05,Brest,Rennes,0,0,D,0,0,H,10,9,4,3,12,11,4,3,1,1,0,0,2022/3
2022-08-16,Lens,Marseille,0,0,D,0,0,H,15,8,5,3,15,17,11,7,3,2,0,0,2022/3
2022-08-15,Nantes,Lens,0,1,A,0,1,H,7,9,2,2,18,12,3,5,2,0,0,0,2022/3
2022-08-12,Le Havre,Nice,0,0,D,0,0,H,7,4,2,1,12,9,2,7,0,3,0,0,2022/3
2022-08-15,PSG,Toulouse,0,1,A,0,0,H,13,11,5,5,17,18,7,4,1,2,0,0,2022/3
2022-08-26,Le Havre,Metz,2,0,H,1,0,H,5,9,2,3,13,9,3,2,1,0,0,0,2022/3
2022-08-06,Nantes,Metz,0,0,D,0,0,H,11,7,4,2,13,13,10,9,2,3,0,0,2022/3
2022-08-21,Le Havre,Lens,1,2,A,0,1,H,9,11,3,5,13,9,3,4,2,0,0,0,2022/3
2022-08-20,Lyon,Toulouse,0,0,D,0,0,H,6,8,2,3,10,13,5,10,0,1,0,0,2022/3
2022-08-05,Lille,Toulouse,0,0,D,0,0,H,9,8,3,3,17,9,2,3,2,3,0,0,2022/3
2022-08-24,Montpellier,Nantes,0,2,A,0,1,H,7,10,2,4,18,16,5,8,0,3,0,0,2022/3
2022-08-11,Strasbourg,Lyon,0,0,D,0,0,H,8,5,2,2,15,11,3,8,1,1,0,0,2022/3
2022-08-18,PSG,Nice,2,0,H,1,0,H,20,10,9,4,16,8,2,5,2,1,0,0,2022/3
2022-08-20,Auxerre,Nantes,0,1,A,0,0,H,7,10,2,4,10,15,6,5,0,3,0,0,2022/3
2022-08-25,Lille,Lorient,0,0,D,0,0,H,9,8,4,3,15,11,8,5,1,2,0,0,2022/3
2022-08-22,Reims,Metz,0,0,D,0,0,H,10,6,4,2,17,15,5,10,3,2,0,0,2022/3
2022-08-07,Metz,Le Havre,1,0,H,0,0,H,8,5,3,1,17,10,3,5,2,0,0,0,2022/3
2022-08-28,Reims,Marseille,0,0,D,0,0,H,5,7,2,2,16,9,2,6,2,0,0,0,2022/3
2022-08-14,Nantes,Nice,0,0,D,0,0,H,3,5,1,1,9,11,5,2,3,2,0,0,2022/3
2022-08-13,Nice,Toulouse,1,0,H,0,0,H,11,11,4,4,9,13,5,4,1,0,0,0,2022/3
2022-08-05,Lorient,Montpellier,4,0,H,2,0,H,10,9,4,3,10,8,4,3,2,3,0,0,2022/3
2022-08-01,Marseille,Auxerre,0,0,D,0,0,H,17,8,7,3,9,8,9,3,2,1,0,0,2022/3
2022-08-04,Reims,Brest,0,0,D,0,0,H,5,5,2,2,12,11,4,10,2,0,0,0,2022/3
2022-08-04,Lille,Strasbourg,0,1,A,0,1,H,10,14,4,5,15,17,5,8,0,1,0,0,2022/3
2022-08-19,Monaco,Toulouse,0,0,D,0,0,H,11,13,3,4,14,10,6,8,0,2,0,0,2022/3
2022-08-18,Rennes,Toulouse,1,0,H,0,0,H,8,13,3,6,8,14,6,7,3,0,0,0,2022/3
2022-08-26,Marseille,Brest,0,0,D,0,0,H,9,9,3,2,9,13,7,5,1,0,0,0,2022/3
2022-08-18,Rennes,Montpellier,0,1,A,0,0,H,6,9,2,2,13,18,5,3,1,3,0,0,2022/3
2022-08-23,Toulouse,PSG,0,2,A,0,1,H,11,14,3,4,15,8,2,9,2,1,0,0,2022/3
2022-08-17,PSG,Monaco,0,1,A,0,1,H,22,18,6,8,14,16,3,4,3,2,0,0,2022/3
2022-08-02,Le Havre,Reims,0,0,D,0,0,H,7,7,2,3,18,13,5,8,2,0,0,0,2022/3
2022-08-13,Metz,Marseille,0,0,D,0,0,H,9,5,3,1,13,10,4,4,3,3,0,0,2022/3
2022-08-14,Auxerre,Lyon,1,1,D,1,1,H,9,8,3,2,9,14,6,4,1,2,0,0,2022/3
2022-08-20,Lille,Reims,1,0,H,0,0,H,6,4,2,1,14,10,7,4,3,2,0,0,2022/3
2022-08-14,Le Havre,Auxerre,1,1,D,0,1,H,9,18,4,7,12,18,3,6,0,0,0,0,2022/3
2022-08-06,Nice,Marseille,0,3,A,0,2,H,8,8,3,3,8,10,9,3,3,0,0,0,2022/3
2022-08-19,Brest,Nice,0,0,D,0,0,H,14,9,6,3,8,17,2,9,1,3,0,0,2022/3
2022-08-17,Toulouse,Monaco,0,1,A,0,0,H,14,11,6,4,13,14,5,4,2,2,0,0,2022/3
2022-08-13,Monaco,Nantes,0,2,A,0,0,H,9,4,4,1,16,9,6,3,2,2,0,0,2022/3
2022-08-16,PSG,Lyon,2,2,D,1,1,H,17,3,7,1,11,9,2,4,1,0,0,0,2022/3
2022-08-22,Reims,Nice,0,0,D,0,0,H,13,10,5,3,13,18,2,6,2,0,0,0,2022/3
2022-08-23,Lyon,Le Havre,0,0,D,0,0,H,12,6,4,1,18,10,4,4,2,1,0,0,2022/3
2022-08-01,Lorient,Brest,0,0,D,0,0,H,13,9,4,4,13,16,8,6,2,3,0,0,2022/3
2022-08-10,Auxerre,Marseille,0,0,D,0,0,H,6,9,2,2,14,15,2,3,3,3,0,0,2022/3
2022-08-15,Montpellier,PSG,1,3,A,1,1,H,10,13,4,5,15,18,4,6,2,1,0,0,2022/3
2022-08-05,Nantes,Lyon,1,0,H,0,0,H,6,10,2,3,14,16,3,2,0,0,0,0,2022/3
2022-08-08,Lorient,Lille,0,0,D,0,0,H,3,15,1,7,13,16,5,3,2,0,0,0,2022/3
2022-08-10,Brest,Monaco,0,0,D,0,0,H,8,6,3,1,17,16,3,8,0,1,0,0,2022/3
2022-08-20,Reims,Auxerre,2,0,H,1,0,H,10,10,3,4,13,17,2,8,0,0,0,0,2022/3
2022-08-07,Lens,Rennes,0,0,D,0,0,H,10,13,4,4,17,14,2,4,0,3,0,0,2022/3
2022-08-08,Lorient,Rennes,1,0,H,0,0,H,8,7,3,2,18,14,3,4,2,3,0,0,2022/3
2022-08-07,Strasbourg,Rennes,0,0,D,0,0,H,9,10,3,3,13,17,6,8,1,2,0,0,2022/3
2022-08-13,Marseille,Lens,2,0,H,2,0,H,11,8,5,2,10,13,4,7,0,2,0,0,2022/3
2022-08-02,Monaco,Brest,1,0,H,0,0,H,6,7,2,2,12,14,8,2,3,1,0,0,2022/3
2022-08-24,Auxerre,Lorient,0,0,D,0,0,H,11,8,5,3,13,11,8,4,1,3,0,0,2022/3
2022-08-03,Lorient,Marseille,0,0,D,0,0,H,10,5,4,1,14,16,6,7,3,1,0,0,2022/3
2022-08-27,Rennes,Reims,0,2,A,0,2,H,8,5,2,1,18,18,4,2,3,2,0,0,2022/3
2022-08-24,Rennes,Brest,1,0,H,1,0,H,8,13,3,6,13,14,4,5,2,0,0,0,2022/3
2022-08-03,Toulouse,Nice,0,0,D,0,0,H,10,10,3,4,14,16,5,2,3,2,0,0,2022/3
2022-08-04,Brest,Metz,1,0,H,0,0,H,8,10,3,3,14,13,7,9,2,2,0,0,2022/3
2022-08-02,Nice,Reims,2,0,H,0,0,H,9,6,3,2,8,10,8,6,2,3,0,0,2022/3
2022-08-20,Brest,Lyon,0,1,A,0,0,H,9,9,4,2,13,10,3,10,3,2,0,0,2022/3
2022-08-19,Nantes,Rennes,0,0,D,0,0,H,5,8,2,3,12,15,2,2,0,2,0,0,2022/3
2022-08-24,Lens,Reims,0,0,D,0,0,H,13,13,4,4,18,8,4,6,3,2,0,0,2022/3
2022-08-24,Reims,Le Havre,0,0,D,0,0,H,8,10,3,4,8,17,5,6,3,1,0,0,2022/3
2022-08-27,Lorient,Reims,0,0,D,0,0,H,5,7,2,2,18,11,8,8,0,0,0,0,2022/3
2022-08-07,Reims,Monaco,0,1,A,0,0,H,6,7,2,2,14,16,4,4,3,0,0,0,2022/3
2022-08-16,Reims,Rennes,1,0,H,1,0,H,9,10,3,4,16,14,3,4,2,1,0,0,2022/3
2022-08-28,Toulouse,Lyon,1,0,H,0,0,H,8,16,3,6,18,18,6,4,2,3,0,0,2022/3
2022-08-10,Lorient,Strasbourg,0,0,D,0,0,H,9,7,3,2,12,11,4,6,3,2,0,0,2022/3
2022-08-10,Auxerre,Monaco,0,0,D,0,0,H,12,5,5,2,9,17,6,4,3,3,0,0,2022/3
2022-08-10,Lyon,Auxerre,0,0,D,0,0,H,16,11,7,3,9,13,2,2,3,2,0,0,2022/3
2022-08-18,Marseille,Lyon,2,1,H,0,0,H,9,7,4,2,12,10,5,3,0,1,0,0,2022/3
2022-08-02,Lens,Metz,1,1,D,1,0,H,9,7,3,2,9,14,4,4,2,3,0,0,2022/3
2022-08-06,Strasbourg,Brest,0,0,D,0,0,H,9,13,2,5,14,18,5,3,3,3,0,0,2022/3
2022-08-02,Metz,Auxerre,0,0,D,0,0,H,11,9,3,3,9,18,7,7,1,0,0,0,2022/3
2022-08-02,Rennes,Strasbourg,2,0,H,2,0,H,13,9,6,3,14,15,3,4,1,2,0,0,2022/3
2022-08-11,Strasbourg,Lorient,0,1,A,0,0,H,8,6,3,1,12,15,7,5,3,1,0,0,2022/3
2022-08-06,Brest,PSG,2,3,A,1,3,H,17,15,5,4,15,18,6,5,2,1,0,0,2022/3
2022-08-07,Brest,Lille,1,1,D,1,0,H,9,10,3,4,10,17,4,8,3,3,0,0,2022/3
2022-08-05,Lorient,Le Havre,0,0,D,0,0,H,4,11,1,3,15,13,3,5,1,0,0,0,2022/3
2022-08-10,Reims,Montpellier,0,0,D,0,0,H,13,6,5,2,17,17,6,2,0,2,0,0,2022/3
2022-08-10,Lyon,Lille,1,0,H,1,0,H,11,11,3,3,10,14,5,4,2,0,0,0,2022/3
2022-08-05,Auxerre,Lens,1,2,A,0,0,H,9,7,3,2,15,10,2,6,3,2,0,0,2022/3
2022-08-22,Nantes,Auxerre,0,0,D,0,0,H,6,7,2,2,11,11,7,6,0,3,0,0,2022/3
2022-08-27,Lens,PSG,0,0,D,0,0,H,10,17,4,5,16,16,5,6,1,1,0,0,2022/3
2022-08-23,Lille,Nantes,0,0,D,0,0,H,9,12,3,5,17,15,10,3,0,3,0,0,2022/3
2022-08-02,Brest,Marseille,0,0,D,0,0,H,10,7,4,2,16,15,6,3,2,0,0,0,2022/3
2022-08-02,PSG,Strasbourg,1,1,D,1,1,H,19,11,8,4,14,13,7,7,0,0,0,0,2022/3
2022-08-14,Brest,Lens,0,0,D,0,0,H,8,10,3,3,10,10,3,7,3,2,0,0,2022/3
2022-08-13,Lyon,Reims,0,0,D,0,0,H,9,5,4,2,9,18,3,6,1,2,0,0,2022/3
2022-08-08,PSG,Lorient,2,0,H,0,0,H,13,14,4,4,8,8,5,2,2,3,0,0,2022/3
2022-08-08,Toulouse,Brest,0,0,D,0,0,H,8,13,3,6,15,13,4,6,1,2,0,0,2022/3
2022-08-22,Toulouse,Strasbourg,2,0,H,2,0,H,6,7,2,2,14,17,5,4,0,1,0,0,2022/3
2022-08-23,Brest,Toulouse,0,0,D,0,0,H,8,11,2,4,8,11,2,3,0,3,0,0,2022/3
2022-08-05,Lille,Metz,0,0,D,0,0,H,8,8,3,3,16,12,3,5,1,2,0,0,2022/3
2022-08-05,Montpellier,Nice,0,0,D,0,0,H,11,5,5,1,18,16,2,10,1,3,0,0,2022/3
2022-08-06,Lyon,Lens,0,1,A,0,1,H,13,9,6,4,18,18,7,2,3,3,0,0,2022/3
2022-08-17,Metz,Nice,0,0,D,0,0,H,10,3,4,1,13,14,4,4,3,1,0,0,2022/3
2022-08-08,Lorient,Nantes,0,1,A,0,1,H,10,11,4,3,12,10,3,7,3,0,0,0,2022/3
2022-08-08,Strasbourg,Toulouse,3,0,H,0,0,H,5,6,2,1,12,11,8,3,2,0,0,0,2022/3
2022-08-07,Lille,Monaco,0,2,A,0,0,H,10,16,3,7,8,12,2,4,3,0,0,0,2022/3
2022-08-18,Le Havre,Montpellier,0,1,A,0,1,H,11,8,4,3,11,15,7,4,1,2,0,0,2022/3
2022-08-24,Lens,Auxerre,0,0,D,0,0,H,12,8,4,2,9,15,7,5,1,1,0,0,2022/3
2022-08-15,Le Havre,Lille,1,0,H,0,0,H,12,6,4,2,16,18,4,8,2,2,0,0,2022/3
2022-08-24,Lyon,Brest,0,3,A,0,1,H,17,3,6,1,15,13,9,3,1,2,0,0,2022/3
2022-08-01,Montpellier,Auxerre,1,1,D,0,1,H,6,3,2,1,12,16,3,5,3,2,0,0,2022/3
2022-08-16,Reims,PSG,0,3,A,0,2,H,7,11,2,5,16,18,6,4,2,2,0,0,2022/3
2022-08-15,Marseille,Montpellier,0,0,D,0,0,H,15,9,6,4,10,13,5,4,1,1,0,0,2022/3
2022-08-21,Le Havre,Rennes,0,0,D,0,0,H,8,13,3,5,8,16,3,10,0,0,0,0,2022/3
2022-08-27,Strasbourg,Marseille,0,0,D,0,0,H,7,10,3,3,18,11,4,4,0,1,0,0,2022/3
2022-08-22,Monaco,Marseille,2,0,H,0,0,H,15,10,5,4,17,15,5,6,3,0,0,0,2022/3
2022-08-09,Strasbourg,Nantes,0,0,D,0,0,H,9,5,2,2,16,12,3,2,0,3,0,0,2022/3
2022-08-05,Metz,Lens,0,0,D,0,0,H,11,10,3,3,11,11,4,3,2,2,0,0,2022/3
2022-08-19,Montpellier,Strasbourg,1,0,H,0,0,H,9,7,3,2,11,11,4,8,2,0,0,0,2022/3
2022-08-13,Lille,PSG,2,2,D,0,1,H,11,17,4,5,14,16,6,5,3,0,0,0,2022/3
