Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Season
2022-08-11,Las Palmas,Leganés,0,0,D,0,0,H,8,7,2,2,16,15,6,4,2,2,0,0,2022/3
2022-08-17,Barcelona,Real Betis,3,0,H,3,0,H,21,12,7,5,12,18,4,7,3,0,0,0,2022/3
2022-08-17,Real Betis,Las Palmas,1,0,H,0,0,H,7,10,2,3,15,15,2,6,1,1,0,0,2022/3
2022-08-15,Celta,Atletico Madrid,2,0,H,1,0,H,4,11,1,5,13,18,4,4,1,1,0,0,2022/3
2022-08-11,Villarreal,Real Valladolid,0,0,D,0,0,H,11,3,3,1,16,15,2,7,0,2,0,0,2022/3
2022-08-07,Real Betis,Real Madrid,0,1,A,0,1,H,13,19,5,6,14,10,8,6,1,1,0,0,2022/3
2022-08-14,Espanyol,Osasuna,1,1,D,0,1,H,8,7,3,2,12,11,6,9,2,3,0,0,2022/3
2022-08-24,Real Betis,Celta,0,0,D,0,0,H,11,10,4,3,13,13,9,7,3,2,0,0,2022/3
2022-08-13,Las Palmas,Real Valladolid,1,0,H,0,0,H,14,6,5,2,8,14,4,5,2,1,0,0,2022/3
2022-08-07,Athletic Bilbao,Valencia,2,0,H,2,0,H,7,4,2,1,18,12,3,2,2,2,0,0,2022/3
2022-08-24,Real Valladolid,Osasuna,0,0,D,0,0,H,11,6,4,2,11,11,3,5,3,2,0,0,2022/3
2022-08-24,Osasuna,Villarreal,0,0,D,0,0,H,7,10,2,3,17,15,9,8,0,3,0,0,2022/3
2022-08-20,Villarreal,Celta,0,0,D,0,0,H,10,6,3,2,17,14,6,4,0,0,0,0,2022/3
2022-08-10,Real Betis,Osasuna,0,0,D,0,0,H,8,10,3,3,9,15,4,5,1,0,0,0,2022/3
2022-08-05,Girona,Real Madrid,0,3,A,0,3,H,18,20,6,6,17,12,4,6,1,0,0,0,2022/3
2022-08-18,Alavés,Espanyol,0,0,D,0,0,H,14,5,5,2,16,12,7,2,0,1,0,0,2022/3
2022-08-11,Espanyol,Athletic Bilbao,1,0,H,0,0,H,11,6,5,2,13,15,6,4,1,1,0,0,2022/3
2022-08-23,Leganés,Espanyol,0,0,D,0,0,H,9,7,3,2,12,12,6,9,0,1,0,0,2022/3
2022-08-02,Celta,Getafe,0,0,D,0,0,H,11,8,4,3,16,8,3,7,2,0,0,0,2022/3
2022-08-11,Valencia,Espanyol,0,1,A,0,1,H,9,9,4,4,16,15,2,4,2,2,0,0,2022/3
2022-08-25,Espanyol,Atletico Madrid,0,0,D,0,0,H,9,6,3,2,9,16,3,5,1,0,0,0,2022/3
2022-08-03,Barcelona,Alavés,0,1,A,0,1,H,13,9,5,3,18,14,4,4,2,3,0,0,2022/3
2022-08-03,Osasuna,Barcelona,0,0,D,0,0,H,8,18,3,7,10,18,6,4,2,3,0,0,2022/3
2022-08-01,Real Madrid,Getafe,3,0,H,1,0,H,15,16,6,6,14,17,12,4,2,0,0,0,2022/3
2022-08-05,Villarreal,Espanyol,1,0,H,1,0,H,9,5,2,1,12,11,4,8,2,3,0,0,2022/3
2022-08-23,Leganés,Real Sociedad,1,1,D,0,1,H,8,5,3,2,17,10,5,4,1,1,0,0,2022/3
2022-08-28,Las Palmas,Villarreal,0,0,D,0,0,H,8,14,2,5,8,10,7,9,2,0,0,0,2022/3
2022-08-10,Celta,Real Sociedad,0,0,D,0,0,H,12,9,4,3,10,14,9,4,2,1,0,0,2022/3
2022-08-15,Osasuna,Getafe,1,0,H,0,0,H,5,8,1,2,9,14,7,2,0,3,0,0,2022/3
2022-08-15,Real Madrid,Barcelona,3,0,H,0,0,H,26,15,8,4,14,11,4,5,1,3,0,0,2022/3
2022-08-19,Espanyol,Mallorca,0,1,A,0,0,H,7,7,3,2,16,9,13,6,1,1,0,0,2022/3
2022-08-11,Real Betis,Mallorca,1,0,H,0,0,H,8,5,3,2,14,11,4,3,1,0,0,0,2022/3
2022-08-15,Atletico Madrid,Las Palmas,1,0,H,1,0,H,10,8,3,2,8,8,2,8,3,3,0,0,2022/3
2022-08-27,Athletic Bilbao,Barcelona,0,2,A,0,1,H,15,12,5,5,9,14,2,7,2,1,0,0,2022/3
2022-08-16,Las Palmas,Alavés,0,0,D,0,0,H,13,6,5,2,8,12,5,5,2,0,0,0,2022/3
2022-08-05,Real Madrid,Real Valladolid,1,0,H,1,0,H,10,10,4,3,10,15,6,7,0,0,0,0,2022/3
2022-08-20,Valencia,Villarreal,1,1,D,1,0,H,10,12,4,4,14,10,3,4,3,1,0,0,2022/3
2022-08-22,Real Madrid,Alavés,2,1,H,0,0,H,17,10,5,4,10,13,5,6,0,1,0,0,2022/3
2022-08-27,Mallorca,Villarreal,0,1,A,0,0,H,7,10,2,3,12,17,4,5,2,0,0,0,2022/3
2022-08-28,Leganés,Osasuna,2,0,H,0,0,H,9,6,4,1,10,14,5,7,0,3,0,0,2022/3
2022-08-12,Real Sociedad,Osasuna,0,0,D,0,0,H,12,10,4,3,11,9,6,5,3,0,0,0,2022/3
2022-08-18,Real Madrid,Mallorca,5,0,H,1,0,H,14,4,6,1,15,10,4,5,0,2,0,0,2022/3
2022-08-18,Mallorca,Atletico Madrid,0,0,D,0,0,H,14,7,4,2,13,17,4,5,0,3,0,0,2022/3
2022-08-17,Athletic Bilbao,Espanyol,0,1,A,0,0,H,8,4,3,1,10,10,4,4,1,0,0,0,2022/3
2022-08-08,Osasuna,Las Palmas,0,0,D,0,0,H,11,11,3,4,11,12,5,7,1,2,0,0,2022/3
2022-08-19,Espanyol,Real Valladolid,2,1,H,2,0,H,6,13,2,5,12,10,10,7,2,3,0,0,2022/3
2022-08-24,Celta,Sevilla,1,1,D,0,1,H,11,6,4,2,14,18,4,3,0,1,0,0,2022/3
2022-08-08,Real Betis,Getafe,1,0,H,0,0,H,14,5,5,2,10,14,4,6,2,0,0,0,2022/3
2022-08-27,Leganés,Celta,0,0,D,0,0,H,10,4,3,1,17,14,3,3,3,1,0,0,2022/3
2022-08-21,Barcelona,Athletic Bilbao,0,0,D,0,0,H,16,5,6,2,16,13,5,7,2,1,0,0,2022/3
2022-08-22,Athletic Bilbao,Osasuna,1,2,A,0,1,H,12,5,4,2,9,18,2,7,2,2,0,0,2022/3
2022-08-05,Mallorca,Vallecano,0,0,D,0,0,H,12,10,5,4,9,11,6,4,3,0,0,0,2022/3
2022-08-15,Real Madrid,Real Sociedad,3,1,H,0,0,H,27,6,8,2,14,16,8,7,0,1,0,0,2022/3
2022-08-27,Celta,Valencia,0,0,D,0,0,H,9,11,4,3,18,11,6,6,0,1,0,0,2022/3
2022-08-28,Real Betis,Sevilla,0,1,A,0,1,H,15,8,6,2,16,16,7,2,0,2,0,0,2022/3
2022-08-06,Celta,Espanyol,0,1,A,0,0,H,8,8,3,2,9,18,3,2,1,1,0,0,2022/3
2022-08-20,Barcelona,Espanyol,1,0,H,1,0,H,19,7,6,3,14,11,2,9,2,0,0,0,2022/3
2022-08-14,Vallecano,Real Betis,0,1,A,0,0,H,11,6,3,2,15,15,4,5,2,1,0,0,2022/3
2022-08-22,Atletico Madrid,Mallorca,0,1,A,0,0,H,10,9,3,3,12,11,2,8,0,0,0,0,2022/3
2022-08-26,Vallecano,Real Sociedad,0,1,A,0,0,H,4,4,1,1,11,14,4,6,1,3,0,0,2022/3
2022-08-09,Valencia,Mallorca,1,0,H,0,0,H,8,8,3,2,10,14,3,2,0,1,0,0,2022/3
2022-08-21,Real Betis,Leganés,0,1,A,0,1,H,9,11,3,4,9,16,4,5,2,0,0,0,2022/3
2022-08-27,Alavés,Barcelona,1,0,H,1,0,H,13,11,4,4,9,16,3,5,3,1,0,0,2022/3
2022-08-09,Mallorca,Real Madrid,1,0,H,1,0,H,15,11,7,4,8,14,3,7,2,0,0,0,2022/3
2022-08-28,Valencia,Athletic Bilbao,1,0,H,1,0,H,9,12,3,5,15,12,2,7,1,0,0,0,2022/3
2022-08-08,Sevilla,Barcelona,1,4,A,0,1,H,12,14,5,6,18,15,5,4,3,3,0,0,2022/3
2022-08-24,Atletico Madrid,Real Madrid,1,1,D,1,0,H,13,20,5,9,12,12,7,3,2,3,0,0,2022/3
2022-08-23,Leganés,Atletico Madrid,0,0,D,0,0,H,13,6,4,1,15,11,7,8,3,1,0,0,2022/3
2022-08-23,Espanyol,Las Palmas,0,0,D,0,0,H,8,8,2,3,15,16,4,6,3,3,0,0,2022/3
2022-08-04,Vallecano,Leganés,0,0,D,0,0,H,9,8,4,3,17,9,3,4,0,1,0,0,2022/3
2022-08-13,Leganés,Sevilla,1,0,H,1,0,H,9,11,4,4,8,13,3,2,3,3,0,0,2022/3
2022-08-21,Real Sociedad,Real Madrid,0,1,A,0,1,H,12,16,5,7,14,18,3,7,0,1,0,0,2022/3
2022-08-14,Sevilla,Atletico Madrid,1,1,D,1,0,H,11,14,5,4,8,15,7,7,2,2,0,0,2022/3
2022-08-15,Real Sociedad,Mallorca,4,1,H,1,0,H,10,7,4,2,8,13,7,6,3,2,0,0,2022/3
2022-08-21,Athletic Bilbao,Girona,0,0,D,0,0,H,12,6,4,2,13,14,7,6,2,1,0,0,2022/3
2022-08-24,Athletic Bilbao,Real Betis,1,0,H,0,0,H,11,7,4,2,11,13,4,2,2,0,0,0,2022/3
2022-08-21,Girona,Atletico Madrid,2,0,H,1,0,H,13,9,4,3,10,14,6,5,1,2,0,0,2022/3
2022-08-12,Villarreal,Girona,2,1,H,0,0,H,7,9,2,3,10,10,4,6,2,0,0,0,2022/3
2022-08-18,Osasuna,Alavés,0,0,D,0,0,H,7,3,3,1,12,16,2,5,1,3,0,0,2022/3
2022-08-22,Real Betis,Atletico Madrid,1,2,A,0,1,H,11,11,3,4,14,12,3,4,1,2,0,0,2022/3
2022-08-24,Celta,Vallecano,1,1,D,0,0,H,13,4,6,1,12,17,7,4,0,2,0,0,2022/3
2022-08-22,Alavés,Real Valladolid,0,0,D,0,0,H,5,11,1,4,12,8,7,5,3,1,0,0,2022/3
2022-08-21,Valencia,Real Valladolid,0,0,D,0,0,H,8,7,2,2,11,10,5,2,0,2,0,0,2022/3
2022-08-14,Mallorca,Getafe,0,0,D,0,0,H,11,3,4,1,16,16,5,7,1,3,0,0,2022/3
2022-08-13,Atletico Madrid,Real Sociedad,1,2,A,1,0,H,16,7,6,2,12,13,5,5,2,3,0,0,2022/3
2022-08-12,Alavés,Villarreal,0,0,D,0,0,H,15,5,7,1,9,10,3,3,2,1,0,0,2022/3
2022-08-17,Celta,Osasuna,0,0,D,0,0,H,12,6,3,2,15,16,2,7,2,0,0,0,2022/3
2022-08-21,Vallecano,Athletic Bilbao,0,0,D,0,0,H,7,9,3,3,16,11,4,3,3,2,0,0,2022/3
2022-08-14,Barcelona,Sevilla,3,0,H,1,0,H,6,7,2,2,9,10,7,5,0,3,0,0,2022/3
2022-08-05,Vallecano,Atletico Madrid,2,0,H,1,0,H,8,10,2,4,9,18,5,7,2,0,0,0,2022/3
2022-08-01,Real Valladolid,Alavés,0,0,D,0,0,H,6,12,2,5,17,15,7,9,3,1,0,0,2022/3
2022-08-22,Las Palmas,Barcelona,0,0,D,0,0,H,7,16,2,6,12,13,4,4,1,3,0,0,2022/3
2022-08-01,Villarreal,Las Palmas,0,1,A,0,0,H,9,8,3,2,17,8,2,2,2,0,0,0,2022/3
2022-08-06,Real Valladolid,Vallecano,1,1,D,0,1,H,9,7,2,2,11,11,4,3,1,1,0,0,2022/3
2022-08-04,Mallorca,Real Sociedad,0,1,A,0,1,H,7,3,3,1,14,17,6,5,3,3,0,0,2022/3
2022-08-10,Valencia,Celta,0,0,D,0,0,H,12,12,5,4,13,10,5,7,3,2,0,0,2022/3
2022-08-21,Barcelona,Girona,5,2,H,5,1,H,13,13,4,4,18,9,6,7,2,3,0,0,2022/3
2022-08-18,Girona,Real Sociedad,1,1,D,0,1,H,7,8,2,3,8,18,5,6,2,0,0,0,2022/3
2022-08-13,Getafe,Alavés,0,0,D,0,0,H,9,6,3,1,12,8,5,5,2,0,0,0,2022/3
2022-08-07,Girona,Villarreal,1,0,H,0,0,H,13,14,5,4,13,9,4,5,1,2,0,0,2022/3
2022-08-06,Villarreal,Barcelona,0,0,D,0,0,H,8,13,3,6,16,10,10,3,3,0,0,0,2022/3
2022-08-04,Getafe,Real Betis,0,0,D,0,0,H,8,6,3,2,12,12,3,5,0,2,0,0,2022/3
2022-08-07,Alavés,Getafe,0,0,D,0,0,H,5,9,1,2,17,10,2,6,2,3,0,0,2022/3
2022-08-04,Real Sociedad,Sevilla,2,0,H,0,0,H,7,8,2,3,18,16,4,2,0,2,0,0,2022/3
2022-08-26,Sevilla,Valencia,0,0,D,0,0,H,13,9,6,3,14,8,2,6,2,0,0,0,2022/3
2022-08-23,Girona,Espanyol,0,0,D,0,0,H,12,8,5,3,17,9,4,5,0,2,0,0,2022/3
2022-08-25,Getafe,Sevilla,1,0,H,0,0,H,12,5,5,2,16,18,2,3,1,2,0,0,2022/3
2022-08-14,Real Betis,Girona,0,1,A,0,0,H,7,7,2,3,14,14,7,7,3,0,0,0,2022/3
2022-08-13,Espanyol,Girona,0,0,D,0,0,H,12,7,4,2,12,15,5,2,2,0,0,0,2022/3
2022-08-19,Mallorca,Valencia,0,1,A,0,0,H,12,6,5,2,17,16,7,6,1,2,0,0,2022/3
2022-08-07,Real Betis,Real Valladolid,0,0,D,0,0,H,9,9,2,3,13,16,6,4,0,3,0,0,2022/3
2022-08-23,Espanyol,Leganés,0,1,A,0,1,H,9,8,3,2,8,11,4,3,0,3,0,0,2022/3
2022-08-07,Vallecano,Villarreal,2,0,H,2,0,H,10,10,4,3,15,11,3,11,0,0,0,0,2022/3
2022-08-01,Girona,Valencia,1,0,H,1,0,H,11,8,4,3,11,18,6,6,2,1,0,0,2022/3
2022-08-02,Real Betis,Villarreal,1,0,H,0,0,H,10,8,3,3,10,10,15,4,1,2,0,0,2022/3
2022-08-21,Valencia,Real Betis,0,0,D,0,0,H,10,8,4,3,12,11,3,7,2,3,0,0,2022/3
2022-08-07,Leganés,Valencia,0,0,D,0,0,H,9,9,3,3,15,12,4,7,0,3,0,0,2022/3
2022-08-03,Valencia,Osasuna,0,1,A,0,1,H,11,15,3,6,18,9,4,6,0,1,0,0,2022/3
2022-08-24,Real Betis,Valencia,1,0,H,1,0,H,5,6,1,2,12,18,7,6,3,2,0,0,2022/3
2022-08-04,Celta,Las Palmas,1,0,H,0,0,H,10,8,4,2,14,11,5,10,0,3,0,0,2022/3
2022-08-04,Athletic Bilbao,Alavés,0,0,D,0,0,H,9,8,2,3,11,8,3,6,3,1,0,0,2022/3
2022-08-12,Real Valladolid,Espanyol,0,0,D,0,0,H,13,11,4,4,15,10,5,3,3,0,0,0,2022/3
2022-08-24,Real Valladolid,Atletico Madrid,0,0,D,0,0,H,7,8,3,3,13,8,8,4,0,1,0,0,2022/3
2022-08-07,Real Sociedad,Alavés,1,2,A,0,1,H,11,6,5,2,18,8,3,6,3,3,0,0,2022/3
2022-08-07,Mallorca,Espanyol,1,0,H,0,0,H,13,6,4,2,13,18,2,5,3,0,0,0,2022/3
2022-08-18,Getafe,Celta,0,2,A,0,2,H,7,8,2,3,10,10,4,6,2,0,0,0,2022/3
2022-08-24,Alavés,Athletic Bilbao,0,0,D,0,0,H,10,7,4,2,10,13,8,6,2,0,0,0,2022/3
2022-08-19,Girona,Leganés,1,0,H,1,0,H,12,12,4,4,8,14,6,8,0,1,0,0,2022/3
2022-08-27,Real Valladolid,Valencia,0,1,A,0,0,H,10,9,4,2,15,17,6,7,3,2,0,0,2022/3
2022-08-16,Villarreal,Mallorca,0,1,A,0,0,H,10,7,4,2,17,12,5,6,2,3,0,0,2022/3
2022-08-08,Las Palmas,Mallorca,0,0,D,0,0,H,3,17,1,8,10,12,7,4,1,3,0,0,2022/3
2022-08-26,Espanyol,Real Sociedad,0,2,A,0,2,H,10,7,3,2,12,10,7,6,0,3,0,0,2022/3
2022-08-05,Sevilla,Las Palmas,1,0,H,0,0,H,9,8,4,3,18,13,5,5,1,3,0,0,2022/3
2022-08-13,Sevilla,Real Sociedad,0,2,A,0,2,H,9,11,4,4,15,13,5,5,2,2,0,0,2022/3
2022-08-23,Atletico Madrid,Barcelona,1,2,A,0,1,H,11,14,4,4,11,17,3,7,1,2,0,0,2022/3
2022-08-21,Real Valladolid,Leganés,0,0,D,0,0,H,3,7,1,2,12,11,5,4,3,1,0,0,2022/3
2022-08-25,Sevilla,Mallorca,0,0,D,0,0,H,7,5,2,2,17,14,7,2,0,1,0,0,2022/3
2022-08-17,Real Madrid,Celta,5,0,H,2,0,H,11,11,3,4,14,10,9,7,3,0,0,0,2022/3
2022-08-24,Alavés,Mallorca,0,1,A,0,1,H,6,5,2,1,18,17,2,2,1,3,0,0,2022/3
2022-08-08,Osasuna,Real Sociedad,0,1,A,0,0,H,8,6,2,2,10,15,5,3,2,0,0,0,2022/3
2022-08-28,Girona,Celta,0,0,D,0,0,H,4,12,1,3,8,13,7,7,0,2,0,0,2022/3
2022-08-10,Real Betis,Barcelona,2,1,H,0,0,H,12,17,5,8,9,13,4,6,2,3,0,0,2022/3
2022-08-18,Sevilla,Real Madrid,2,3,A,1,0,H,9,15,3,4,10,10,4,6,1,3,0,0,2022/3
2022-08-21,Alavés,Atletico Madrid,0,1,A,0,0,H,12,12,4,4,15,12,5,7,1,0,0,0,2022/3
2022-08-05,Real Sociedad,Leganés,1,0,H,0,0,H,12,10,4,4,14,15,2,8,3,3,0,0,2022/3
2022-08-15,Real Sociedad,Valencia,0,1,A,0,1,H,15,7,6,3,17,17,3,2,1,3,0,0,2022/3
2022-08-11,Sevilla,Espanyol,0,0,D,0,0,H,13,4,6,1,9,13,6,8,0,1,0,0,2022/3
2022-08-26,Vallecano,Real Valladolid,0,0,D,0,0,H,9,10,3,3,18,11,6,6,2,2,0,0,2022/3
2022-08-26,Real Betis,Alavés,1,0,H,0,0,H,15,7,4,2,15,8,7,6,3,1,0,0,2022/3
2022-08-01,Barcelona,Villarreal,3,1,H,0,0,H,18,10,7,4,15,13,4,4,1,0,0,0,2022/3
2022-08-11,Vallecano,Valencia,0,0,D,0,0,H,3,5,1,2,8,12,5,3,3,0,0,0,2022/3
2022-08-01,Villarreal,Valencia,0,1,A,0,1,H,11,7,5,3,17,8,5,2,2,3,0,0,2022/3
2022-08-09,Valencia,Vallecano,0,0,D,0,0,H,7,7,2,3,14,13,5,3,2,3,0,0,2022/3
2022-08-18,Athletic Bilbao,Celta,0,0,D,0,0,H,12,8,5,3,11,15,12,5,2,2,0,0,2022/3
2022-08-11,Leganés,Getafe,0,0,D,0,0,H,4,5,1,2,16,9,6,3,0,1,0,0,2022/3
2022-08-05,Getafe,Osasuna,0,0,D,0,0,H,12,5,3,1,17,11,6,8,0,0,0,0,2022/3
2022-08-20,Atletico Madrid,Leganés,0,0,D,0,0,H,8,4,3,1,9,10,2,5,3,2,0,0,2022/3
2022-08-07,Athletic Bilbao,Las Palmas,2,0,H,0,0,H,8,12,2,5,9,10,4,3,0,0,0,0,2022/3
2022-08-03,Alavés,Real Madrid,0,2,A,0,0,H,15,12,5,3,14,13,3,4,1,3,0,0,2022/3
2022-08-16,Athletic Bilbao,Real Madrid,3,1,H,2,1,H,20,18,7,7,12,18,4,9,0,3,0,0,2022/3
2022-08-05,Villarreal,Getafe,0,0,D,0,0,H,8,7,2,2,16,17,9,8,1,0,0,0,2022/3
2022-08-08,Real Sociedad,Villarreal,1,0,H,0,0,H,12,9,4,3,10,14,2,3,2,3,0,0,2022/3
2022-08-24,Sevilla,Alavés,0,1,A,0,1,H,3,14,1,6,11,16,3,7,0,2,0,0,2022/3
2022-08-24,Barcelona,Mallorca,1,0,H,1,0,H,9,8,2,3,8,17,7,6,3,0,0,0,2022/3
2022-08-22,Athletic Bilbao,Vallecano,0,1,A,0,1,H,8,7,3,3,9,13,3,6,2,0,0,0,2022/3
2022-08-26,Mallorca,Real Betis,0,0,D,0,0,H,7,11,2,4,15,13,6,5,3,2,0,0,2022/3
2022-08-19,Real Valladolid,Girona,2,0,H,0,0,H,15,12,7,4,10,8,5,6,2,3,0,0,2022/3
2022-08-13,Osasuna,Celta,0,1,A,0,0,H,6,10,2,4,15,15,6,2,3,1,0,0,2022/3
2022-08-05,Valencia,Real Sociedad,0,2,A,0,2,H,9,8,3,2,13,14,2,6,1,3,0,0,2022/3
2022-08-05,Real Madrid,Leganés,1,1,D,1,0,H,17,8,7,3,17,10,5,7,1,0,0,0,2022/3
2022-08-16,Real Sociedad,Athletic Bilbao,0,0,D,0,0,H,11,10,3,3,14,10,4,6,2,2,0,0,2022/3
2022-08-28,Leganés,Vallecano,1,0,H,0,0,H,8,8,3,3,10,15,5,5,0,2,0,0,2022/3
2022-08-10,Mallorca,Girona,0,0,D,0,0,H,7,5,2,1,10,11,5,8,3,1,0,0,2022/3
2022-08-21,Celta,Athletic Bilbao,0,1,A,0,1,H,13,14,4,4,12,18,2,4,3,0,0,0,2022/3
2022-08-23,Valencia,Atletico Madrid,0,2,A,0,2,H,7,7,2,2,10,13,4,6,3,0,0,0,2022/3
