Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Season,Home_AvgGoalsFor_L5,Home_AvgGoalsAgainst_L5,Home_AvgShotsFor_L5,Home_AvgShotsAgainst_L5,Home_AvgShotsOnTargetFor_L5,Home_AvgShotsOnTargetAgainst_L5,Home_AvgCornersFor_L5,Home_AvgCornersAgainst_L5,Home_AvgPoints_L5,Home_MatchesPlayed,Away_AvgGoalsFor_L5,Away_AvgGoalsAgainst_L5,Away_AvgShotsFor_L5,Away_AvgShotsAgainst_L5,Away_AvgShotsOnTargetFor_L5,Away_AvgShotsOnTargetAgainst_L5,Away_AvgCornersFor_L5,Away_AvgCornersAgainst_L5,Away_AvgPoints_L5,Away_MatchesPlayed,Diff_AvgPoints_L5,Diff_AvgGoalsFor_L5
2022-08-01,Bochum,Bayern Munich,0,2,A,0,1,H,10,14,3,6,11,17,6,6,2,3,0,0,2024/5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,1.0,1.0,16.5,11.5,6.5,5.0,3.5,6.0,1.0,2,0.0,0.19999999999999996
2022-08-01,Wolfsburg,Bremen,2,0,H,2,0,H,11,12,5,4,10,11,3,3,3,2,0,0,2023/4,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,0.0,0.0
2022-08-01,Stuttgart,Heidenheim,0,1,A,0,0,H,9,10,2,4,9,16,9,5,0,3,0,0,2024/5,0.0,1.0,12.0,5.0,4.0,2.0,7.0,6.0,0.0,1,0.0,0.0,8.0,9.0,2.0,3.0,11.0,2.0,1.0,1,-1.0,0.0
2022-08-01,Stuttgart,Dortmund,1,2,A,1,0,H,13,13,5,5,17,11,3,2,2,1,0,0,2022/3,0.0,1.0,10.5,7.5,3.0,3.0,8.0,5.5,0.0,2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,-1.0,-1.2
2022-08-01,Frankfurt,Union Berlin,2,0,H,1,0,H,6,3,2,1,11,11,2,7,1,2,0,0,2025/6,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,0.0,0.0
2022-08-01,Frankfurt,Holstein Kiel,0,1,A,0,0,H,8,5,2,1,14,10,2,2,3,0,0,0,2025/6,2.0,0.0,6.0,3.0,2.0,1.0,2.0,7.0,3.0,1,0.0,0.0,7.0,3.0,3.0,1.0,2.0,4.0,1.0,1,2.0,2.0
2022-08-01,Wolfsburg,Monchengladbach,0,1,A,0,0,H,8,12,3,4,14,12,6,6,0,3,0,0,2024/5,2.0,0.0,11.0,12.0,5.0,4.0,3.0,3.0,3.0,1,0.5,0.5,7.5,12.5,2.5,4.0,4.0,5.0,1.5,2,1.5,1.5
2022-08-01,Stuttgart,Heidenheim,0,0,D,0,0,H,9,5,3,1,14,11,6,8,2,3,0,0,2025/6,0.3333333333333333,1.3333333333333333,11.333333333333334,9.333333333333334,3.6666666666666665,3.6666666666666665,6.333333333333333,4.333333333333333,0.0,3,0.5,0.0,9.0,9.0,3.0,2.5,8.0,5.5,2.0,2,-2.0,-0.16666666666666669
2022-08-01,Leverkusen,Freiburg,2,0,H,0,0,H,12,9,4,3,16,12,2,7,3,2,0,0,2024/5,2.0,1.0,12.0,12.0,3.0,5.0,3.0,4.0,3.0,1,2.0,0.0,8.0,4.0,3.0,1.0,5.0,8.0,3.0,1,0.0,0.0
2022-08-01,Holstein Kiel,Stuttgart,1,2,A,0,0,H,4,5,1,2,15,13,4,2,0,0,0,0,2022/3,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,0.0,0.0
2022-08-01,St. Pauli,Holstein Kiel,0,0,D,0,0,H,6,7,2,2,10,18,7,5,3,1,0,0,2024/5,2.0,1.0,8.0,10.0,3.0,4.0,4.0,2.0,3.0,1,0.5,0.0,6.0,5.5,2.0,1.5,2.0,3.0,2.0,2,1.0,1.5
2022-08-01,Heidenheim,Wolfsburg,1,0,H,0,0,H,10,12,4,3,8,18,4,3,3,2,0,0,2022/3,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,0.0,0.3333333333333333,11.666666666666666,10.666666666666666,4.0,3.3333333333333335,6.666666666666667,5.666666666666667,0.6666666666666666,3,0.33333333333333337,1.2
2022-08-01,Frankfurt,St. Pauli,1,0,H,1,0,H,14,9,4,4,13,17,5,4,1,2,0,0,2024/5,1.0,0.5,7.0,4.0,2.0,1.0,2.0,4.5,1.5,2,1.0,1.0,12.0,7.0,4.0,2.0,5.0,12.0,1.0,1,0.5,0.0
2022-08-01,Leipzig,Heidenheim,0,1,A,0,0,H,10,5,4,2,13,13,8,7,1,3,0,0,2023/4,2.0,2.0,14.0,16.0,6.0,6.0,6.0,2.0,1.0,1,0.3333333333333333,0.0,7.666666666666667,9.0,2.3333333333333335,2.6666666666666665,8.0,5.666666666666667,1.6666666666666667,3,-0.6666666666666667,1.6666666666666667
2022-08-01,Wolfsburg,St. Pauli,0,2,A,0,1,H,13,5,4,1,13,17,3,5,2,2,0,0,2025/6,1.0,0.5,9.5,12.0,4.0,4.0,4.5,4.5,1.5,2,0.5,1.0,10.5,10.5,4.0,3.0,4.5,8.5,0.5,2,1.0,0.5
2022-08-01,Holstein Kiel,Wolfsburg,0,0,D,0,0,H,10,7,3,3,11,14,4,3,3,3,0,0,2023/4,1.0,2.0,4.0,5.0,1.0,2.0,4.0,2.0,0.0,1,0.0,0.5,11.75,10.5,3.75,3.5,5.75,5.25,0.5,4,-0.5,1.0
2022-08-01,Heidenheim,St. Pauli,0,0,D,0,0,H,7,9,3,3,12,16,7,6,1,3,0,0,2022/3,1.0,0.0,10.0,12.0,4.0,3.0,4.0,3.0,3.0,1,1.0,0.6666666666666666,8.666666666666666,11.333333333333334,3.0,3.3333333333333335,4.666666666666667,6.666666666666667,1.3333333333333333,3,1.6666666666666667,0.0
2022-08-01,Holstein Kiel,Union Berlin,0,1,A,0,0,H,10,9,3,2,11,14,4,2,3,3,0,0,2024/5,0.5,1.0,7.0,6.0,2.0,2.5,4.0,2.5,0.5,2,0.0,2.0,3.0,6.0,1.0,2.0,7.0,2.0,0.0,1,0.5,0.5
2022-08-01,Heidenheim,Mainz,1,0,H,0,0,H,9,11,3,4,18,13,4,7,1,0,0,0,2022/3,0.5,0.0,8.5,10.5,3.5,3.0,5.5,4.5,2.0,2,0.0,0.0,12.0,10.0,4.0,3.0,9.0,5.0,1.0,1,1.0,0.5
2022-08-01,Hoffenheim,Bochum,1,0,H,0,0,H,8,6,3,2,11,8,5,5,3,3,0,0,2022/3,0.0,0.0,9.0,12.5,3.5,4.5,4.0,8.0,1.0,2,0.0,0.0,5.0,8.0,1.0,3.0,6.0,7.0,1.0,1,0.0,0.0
2022-08-01,Dortmund,Leipzig,3,1,H,1,1,H,9,10,4,4,16,10,2,7,1,3,0,0,2023/4,1.0,0.3333333333333333,14.0,10.333333333333334,4.333333333333333,4.0,5.333333333333333,6.0,2.3333333333333335,3,1.0,2.0,12.0,12.0,5.0,3.0,4.0,3.0,0.0,1,2.3333333333333335,0.0
2022-08-01,Freiburg,Bremen,2,0,H,0,0,H,5,8,1,3,14,18,5,2,3,3,0,0,2022/3,1.0,1.0,7.0,12.0,2.0,4.0,12.0,5.0,1.0,1,0.0,2.0,12.0,11.0,4.0,5.0,3.0,3.0,0.0,1,1.0,1.0
2022-08-01,Dortmund,Bochum,0,0,D,0,0,H,14,5,5,2,13,17,3,7,1,1,0,0,2025/6,1.5,0.5,12.75,10.25,4.25,4.0,4.5,6.25,2.5,4,0.0,0.5,5.5,8.0,1.5,3.0,5.5,6.0,0.5,2,2.0,1.5
2022-08-01,Dortmund,Monchengladbach,2,0,H,1,0,H,4,8,1,2,11,18,4,3,2,0,0,0,2025/6,1.2,0.4,13.0,9.2,4.4,3.6,4.2,6.4,2.2,5,0.6666666666666666,0.3333333333333333,9.0,11.0,3.0,3.6666666666666665,4.666666666666667,5.333333333333333,2.0,3,0.20000000000000018,0.5333333333333333
2022-08-02,Augsburg,Mainz,0,0,D,0,0,H,10,7,4,2,9,10,3,6,2,0,0,0,2025/6,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,0.0,0.5,11.5,9.5,4.0,3.0,8.0,4.5,0.5,2,0.5,1.2
2022-08-02,Frankfurt,Wolfsburg,1,0,H,1,0,H,10,11,3,3,13,9,4,6,3,0,0,0,2022/3,1.0,0.3333333333333333,9.333333333333334,5.666666666666667,2.6666666666666665,2.0,3.0,4.333333333333333,2.0,3,0.0,0.4,10.8,10.4,3.6,3.4,5.2,5.0,0.6,5,1.4,1.0
2022-08-02,Wolfsburg,Bayern Munich,0,3,A,0,1,H,5,14,1,6,14,15,2,6,2,2,0,0,2022/3,0.6666666666666666,1.0,10.666666666666666,9.666666666666666,4.0,3.0,4.0,4.666666666666667,1.0,3,1.3333333333333333,0.6666666666666666,15.666666666666666,11.0,6.333333333333333,4.333333333333333,4.333333333333333,6.0,1.6666666666666667,3,-0.6666666666666667,-0.6666666666666666
2022-08-02,Union Berlin,Hoffenheim,0,0,D,0,0,H,3,4,1,1,17,16,3,5,3,1,0,0,2023/4,0.0,0.0,8.0,5.0,3.0,1.0,7.0,6.0,1.0,1,1.0,1.5,10.0,14.0,4.0,5.0,5.0,6.0,0.5,2,0.5,-1.0
2022-08-02,Bremen,Dortmund,0,0,D,0,0,H,11,12,3,5,12,10,5,4,1,0,0,0,2022/3,0.0,0.6666666666666666,8.333333333333334,11.333333333333334,2.3333333333333335,3.6666666666666665,6.666666666666667,7.0,0.6666666666666666,3,2.0,1.0,13.0,13.0,5.0,5.0,2.0,3.0,3.0,1,-2.3333333333333335,-2.0
2022-08-02,Wolfsburg,Monchengladbach,1,0,H,1,0,H,10,8,4,2,18,8,12,7,3,2,0,0,2022/3,0.5,1.5,9.25,10.75,3.25,3.75,3.5,5.0,0.75,4,0.5,0.75,8.75,9.25,2.75,3.0,4.25,5.0,1.5,4,-0.75,0.0
2022-08-02,Bochum,Heidenheim,0,0,D,0,0,H,3,13,1,5,12,16,10,6,0,1,0,0,2022/3,0.0,2.0,10.0,14.0,3.0,6.0,6.0,6.0,0.0,1,0.5,0.0,7.0,9.25,2.25,3.0,7.75,6.25,2.0,4,-2.0,-0.5
2022-08-02,Bochum,Frankfurt,0,0,D,0,0,H,8,9,3,3,12,15,3,4,0,1,0,0,2022/3,0.0,1.0,6.5,13.5,2.0,5.5,8.0,6.0,0.5,2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,-0.5,-1.2
2022-08-02,Wolfsburg,Bremen,0,0,D,0,0,H,12,7,5,3,17,8,2,7,2,0,0,0,2022/3,0.6,1.2,9.4,10.2,3.4,3.4,5.2,5.4,1.2,5,0.0,2.0,10.0,8.0,3.5,3.0,2.5,4.0,0.0,2,1.2,0.6
2022-08-02,Stuttgart,Wolfsburg,0,1,A,0,1,H,12,11,4,4,15,8,5,2,2,2,0,0,2022/3,0.25,1.0,10.75,8.25,3.5,3.0,6.25,5.25,0.25,4,0.0,0.4,10.8,10.6,3.2,3.6,4.8,4.8,0.6,6,-0.35,0.25
2022-08-02,Heidenheim,Augsburg,0,1,A,0,0,H,7,5,3,1,15,18,5,7,1,1,0,0,2025/6,0.6666666666666666,0.0,8.666666666666666,10.666666666666666,3.3333333333333335,3.3333333333333335,5.0,5.333333333333333,2.3333333333333335,3,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,1.3333333333333335,-0.5333333333333333
2022-08-02,Stuttgart,Union Berlin,2,1,H,0,1,H,5,7,2,2,18,8,16,2,2,0,0,0,2022/3,0.2,1.0,11.0,8.8,3.6,3.2,6.0,4.6,0.2,5,0.5,1.0,6.0,8.0,1.5,2.5,4.5,3.0,1.5,2,-1.3,-0.3
2022-08-02,Heidenheim,Dortmund,0,3,A,0,2,H,7,10,2,3,11,10,8,11,2,0,0,0,2025/6,0.5,0.25,8.25,9.25,3.25,2.75,5.0,5.75,1.75,4,1.0,0.5,12.5,12.0,5.0,4.0,3.0,4.0,2.0,2,-0.25,-0.5
2022-08-02,Bochum,Stuttgart,0,0,D,0,0,H,6,6,1,2,12,14,4,5,2,2,0,0,2025/6,0.0,0.6666666666666666,7.0,12.0,2.3333333333333335,4.666666666666667,6.333333333333333,5.333333333333333,0.6666666666666666,3,2.0,1.0,5.0,4.0,2.0,1.0,2.0,4.0,3.0,1,-2.3333333333333335,-2.0
2022-08-02,Wolfsburg,Heidenheim,1,0,H,0,0,H,10,7,4,2,15,18,3,5,2,2,0,0,2025/6,0.2,1.2,9.6,9.2,3.4,3.2,5.0,6.2,0.8,6,0.4,0.0,8.2,8.0,2.8,2.6,7.4,7.0,1.8,5,-1.0,-0.2
2022-08-02,Hoffenheim,Dortmund,1,0,H,0,0,H,9,11,3,3,14,10,4,5,3,2,0,0,2025/6,0.3333333333333333,0.0,8.666666666666666,10.333333333333334,3.3333333333333335,3.6666666666666665,4.333333333333333,7.0,1.6666666666666667,3,1.6666666666666667,0.3333333333333333,11.666666666666666,10.333333333333334,4.333333333333333,3.3333333333333335,5.666666666666667,5.333333333333333,2.3333333333333335,3,-0.6666666666666667,-1.3333333333333335
2022-08-02,Dortmund,Wolfsburg,2,0,H,2,0,H,9,9,4,2,15,18,2,5,1,2,0,0,2022/3,1.4,0.4,12.0,8.6,4.2,3.0,4.0,5.4,2.2,6,0.2,0.4,10.2,10.8,3.2,3.8,3.8,4.4,1.0,7,1.2000000000000002,1.2
2022-08-02,Monchengladbach,Wolfsburg,0,0,D,0,0,H,9,6,3,2,10,11,9,3,1,0,0,0,2025/6,0.0,0.0,7.5,8.5,3.0,3.0,4.5,3.5,1.0,2,0.2,0.8,10.0,10.2,3.0,3.6,3.8,3.8,0.8,8,0.19999999999999996,-0.2
2022-08-02,Bochum,Frankfurt,0,0,D,0,0,H,11,6,3,1,11,12,4,4,0,2,0,0,2023/4,0.0,0.5,6.75,10.5,2.0,4.0,5.75,5.25,0.75,4,0.0,0.0,9.0,8.0,3.0,3.0,4.0,3.0,1.0,1,-0.25,0.0
2022-08-02,Freiburg,Monchengladbach,1,0,H,0,0,H,9,8,3,2,9,12,5,7,1,0,0,0,2025/6,1.5,0.5,6.0,10.0,1.5,3.5,8.5,3.5,2.0,2,0.4,0.8,8.6,9.4,2.6,3.2,4.8,6.4,1.2,5,0.8,1.1
2022-08-02,Holstein Kiel,Bremen,0,0,D,0,0,H,7,3,2,1,8,15,7,6,2,3,0,0,2025/6,0.3333333333333333,1.0,8.0,7.0,2.3333333333333335,2.3333333333333335,4.0,2.3333333333333335,0.3333333333333333,3,0.0,1.3333333333333333,9.0,9.333333333333334,3.3333333333333335,3.6666666666666665,4.0,3.3333333333333335,0.3333333333333333,3,0.0,0.3333333333333333
2022-08-02,Bremen,Augsburg,0,0,D,0,0,H,9,11,3,5,8,12,4,8,0,3,0,0,2025/6,0.0,0.5,9.0,11.5,2.5,4.0,6.25,6.25,0.75,4,1.0,0.0,5.0,7.0,1.0,3.0,7.0,5.0,3.0,1,-2.25,-1.0
2022-08-02,Hoffenheim,Bremen,0,1,A,0,0,H,5,9,2,2,13,10,8,4,1,0,0,0,2025/6,0.5,0.0,8.75,10.5,3.25,3.5,4.25,6.5,2.0,4,0.0,1.0,7.5,8.75,2.75,3.25,4.5,4.25,0.5,4,1.5,0.5
2022-08-02,Holstein Kiel,Dortmund,0,0,D,0,0,H,7,13,2,4,14,12,2,4,0,0,0,0,2023/4,0.25,0.75,7.75,6.0,2.25,2.0,4.75,3.25,0.5,4,1.25,0.5,11.5,10.0,4.0,3.25,5.5,5.0,1.75,4,-1.25,-1.0
2022-08-02,Monchengladbach,Leipzig,0,3,A,0,3,H,13,10,4,3,9,13,6,3,1,0,0,0,2022/3,0.0,0.0,8.0,7.666666666666667,3.0,2.6666666666666665,6.0,3.3333333333333335,1.0,3,1.0,2.5,11.0,10.5,4.5,3.5,5.5,2.5,0.0,2,1.0,-1.0
2022-08-02,Bremen,Leverkusen,1,1,D,1,1,H,5,10,2,3,14,16,7,2,1,0,0,0,2024/5,0.0,0.4,9.0,11.4,2.6,4.2,5.8,6.6,0.8,5,1.0,1.0,13.0,20.0,5.0,9.0,2.0,4.0,1.0,1,-0.19999999999999996,-1.0
2022-08-02,Union Berlin,Heidenheim,0,1,A,0,0,H,10,10,3,3,18,10,2,4,2,0,0,0,2024/5,0.0,0.0,5.5,4.5,2.0,1.0,5.0,5.5,1.0,2,0.4,0.2,8.0,8.2,2.8,2.8,6.2,7.2,1.6,6,-0.6000000000000001,-0.4
2022-08-02,St. Pauli,Bremen,1,0,H,1,0,H,8,3,3,1,10,17,4,3,2,0,0,0,2025/6,1.0,0.5,7.0,8.5,2.5,3.0,5.5,3.5,2.0,2,0.2,0.8,7.8,8.0,2.6,3.0,4.4,5.0,1.0,5,1.0,0.8
2022-08-02,Bremen,Holstein Kiel,1,0,H,0,0,H,7,5,2,2,14,18,2,2,1,0,0,0,2022/3,0.2,0.6,8.0,11.0,2.4,4.0,6.2,5.2,0.8,6,0.3333333333333333,0.0,6.333333333333333,5.666666666666667,2.0,1.6666666666666667,3.0,4.333333333333333,1.6666666666666667,3,-0.8666666666666667,-0.1333333333333333
2022-08-02,Bochum,Bremen,0,0,D,0,0,H,10,6,3,2,13,17,6,3,1,2,0,0,2025/6,0.0,0.4,7.6,9.6,2.2,3.4,5.4,5.0,0.8,5,0.2,0.6,6.0,7.4,2.0,2.6,4.4,5.2,1.0,6,-0.19999999999999996,-0.2
2022-08-02,Augsburg,Dortmund,0,1,A,0,0,H,6,9,1,3,9,15,5,3,2,0,0,0,2023/4,0.0,0.0,10.0,7.0,4.0,2.0,3.0,6.0,1.0,1,1.0,0.4,11.8,9.4,4.0,3.0,5.2,4.4,1.6,5,-0.6000000000000001,-1.0
2022-08-02,Leipzig,Union Berlin,0,0,D,0,0,H,11,10,3,3,13,9,6,7,0,0,0,0,2023/4,1.0,1.5,12.0,10.5,5.0,4.0,7.0,4.5,0.5,2,0.6666666666666666,1.3333333333333333,6.333333333333333,7.0,1.6666666666666667,2.3333333333333335,3.6666666666666665,7.333333333333333,1.0,3,-0.5,0.33333333333333337
2022-08-02,Monchengladbach,Leipzig,2,0,H,1,0,H,9,7,3,2,10,14,7,7,1,2,0,0,2025/6,0.0,0.75,9.25,8.25,3.25,2.75,6.0,3.25,0.75,4,1.6666666666666667,1.6666666666666667,10.666666666666666,11.333333333333334,4.0,3.6666666666666665,4.666666666666667,3.6666666666666665,1.0,3,-0.25,-1.6666666666666667
2022-08-02,Holstein Kiel,Monchengladbach,1,1,D,0,1,H,9,10,2,3,8,17,4,2,1,1,0,0,2024/5,0.2,0.6,7.6,7.4,2.2,2.4,4.2,3.4,0.6,5,0.2,1.0,9.2,8.8,2.6,3.0,5.0,6.0,0.6,6,0.0,0.0
2022-08-02,Mainz,Heidenheim,0,0,D,0,0,H,13,11,5,4,10,8,7,2,1,3,0,0,2024/5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,0,0.4,0.2,8.0,8.4,2.6,3.0,6.0,5.8,1.6,7,-0.6000000000000001,0.7999999999999999
2022-08-02,St. Pauli,Augsburg,0,0,D,0,0,H,14,8,4,2,11,14,6,3,0,0,0,0,2024/5,1.0,0.3333333333333333,7.333333333333333,6.666666666666667,2.6666666666666665,2.3333333333333335,5.0,3.3333333333333335,2.3333333333333335,3,0.5,0.0,8.0,8.0,3.0,3.0,7.5,4.5,2.0,2,0.3333333333333335,0.5
2022-08-02,Dortmund,Holstein Kiel,1,0,H,0,0,H,15,6,4,2,8,14,3,2,0,3,0,0,2023/4,1.6,0.2,9.8,8.4,3.6,2.6,2.8,4.8,2.6,7,0.25,0.25,6.0,6.0,2.0,1.75,2.75,3.75,1.25,4,1.35,1.35
2022-08-02,Bochum,Frankfurt,1,0,H,1,0,H,7,16,2,6,18,9,2,4,0,0,0,0,2024/5,0.0,0.0,7.6,8.0,2.2,2.6,5.4,4.4,1.0,6,0.0,0.0,7.5,9.5,2.0,3.0,4.0,3.5,1.0,2,0.0,0.0
2022-08-02,Leipzig,Stuttgart,2,0,H,1,0,H,13,11,6,4,12,9,4,5,3,0,0,0,2023/4,0.6666666666666666,1.0,11.666666666666666,10.333333333333334,4.333333333333333,3.6666666666666665,6.666666666666667,5.333333333333333,0.6666666666666666,3,1.0,0.5,5.5,5.0,2.0,1.0,3.5,4.0,2.0,2,-1.3333333333333335,-0.33333333333333337
2022-08-02,Heidenheim,Dortmund,0,1,A,0,1,H,14,10,6,4,11,11,5,4,3,2,0,0,2023/4,0.4,0.8,8.0,9.4,3.0,2.8,5.6,6.8,1.4,5,0.8,0.2,11.0,8.0,3.6,2.2,5.4,4.8,1.6,6,-0.20000000000000018,-0.4
2022-08-02,Monchengladbach,Freiburg,0,0,D,0,0,H,12,10,3,3,13,12,5,2,1,2,0,0,2022/3,0.4,0.6,9.2,8.0,3.2,2.6,6.2,4.0,1.2,5,1.0,1.0,8.5,8.0,3.0,2.5,6.0,5.0,1.5,2,-0.30000000000000004,-0.6
2022-08-02,Mainz,Leverkusen,1,1,D,0,1,H,8,9,2,4,17,12,6,7,0,0,0,0,2024/5,0.0,0.0,13.0,11.0,5.0,4.0,7.0,2.0,1.0,1,1.0,1.0,11.5,12.5,4.0,5.5,2.0,5.5,1.0,2,0.0,-1.0
